feature,importance
KLOGH,0.11303284893698516
SW,0.11228229472387655
RD,0.09865160288792009
VSH,0.09658789875737465
GR,0.08241028864191237
RT,0.08160347468006088
GR_Serration,0.08146011054705887
PHIF,0.08041439409572036
RHOB,0.0757506785421716
NPHI,0.0651964130814073
DT,0.05233746038341055
RelPos,0.034717688905488306
Lithology_0,0.014221076321503722
Lithology_3,0.010650805282034168
Lithology_4,0.000386967116708034
Lithology_2,0.00029599709636727955
Lithology_1,0.0
GR_Slope,0.0
