feature,importance
KLOGH,0.15329650776976267
VSH,0.12579227569917642
GR_Serration,0.11834737021491247
GR,0.10892038093799859
RHOB,0.10339602340421217
NPHI,0.10049246817830168
PHIF,0.0975759698980088
DT,0.08716895692270812
RelPos,0.06341453652794174
Lithology_3,0.020257037453462686
Lithology_0,0.020170932636514472
Lithology_2,0.0006174802584823001
Lithology_4,0.000550060098517886
Lithology_1,0.0
GR_Slope,0.0
