feature,importance
VSH,0.2828525888692966
BaseSharpness,0.19297616854884628
GR_Serration,0.18050246083672847
NPHI,0.15542891445929707
OppositionIndex,0.09635802493658038
Lithology_3,0.06780956759880041
NTG_Slope,0.02407227475045078
GR_Slope,0.0
