feature,importance
KLOGH,0.16887063867139343
VSH,0.1534763549209013
PHIF,0.14633808347494898
GR,0.14265421031519987
RHOB,0.13546852057876602
DT,0.12780468047566554
NPHI,0.1253875115631249
