feature,importance
VSH,0.11733865321329566
KLOGH,0.11639516344351976
RD,0.11275113261114099
SW,0.10264287603396213
GR,0.09767270144471626
RHOB,0.08828067731598474
PHIF,0.08053174137334879
NPHI,0.07984187934485512
RT,0.07981712521023791
DT,0.06731644986156005
Lithology_3,0.02522233036856031
Lithology_0,0.019293651164338187
Lithology_4,0.008561395890932248
Lithology_2,0.004334222723547792
Lithology_1,0.0
