feature,importance
GR,0.16754130139190285
RHOB,0.1383404420662667
RD,0.1346835802870295
RT,0.12225943698075553
GR_Serration,0.10090908495745377
NPHI,0.0895130036629221
BaseSharpness,0.07734444649225365
DT,0.07412674228771954
RelPos,0.048062836275174964
OppositionIndex,0.04721912559852139
GR_Slope,0.0
