feature,importance
SW,0.13796549957298426
KLOGH,0.13652093666417903
RD,0.12199542497860054
VSH,0.10046111816616354
NPHI,0.09377460505429563
RHOB,0.0913767467226362
RT,0.09007987783037767
GR,0.08922194574637447
PHIF,0.0795917975617834
DT,0.059012047702605146
