feature,importance
VSH,0.2811639737227412
GR_Serration,0.1859533354485501
BaseSharpness,0.18378146864531
NPHI,0.149934819194813
OppositionIndex,0.10117017416667463
Lithology_0,0.06831369225490005
NTG_Slope,0.028610739665068077
Lithology_4,0.001071796901942912
GR_Slope,0.0
Lithology_1,0.0
