feature,importance
RD,0.14900505855261675
KLOGH,0.1393921201127209
RT,0.12365045782526168
VSH,0.12004975042810791
RHOB,0.10978641434887519
NPHI,0.10493941018230407
PHIF,0.09208809875102965
GR,0.09102783882407368
DT,0.07006085097501033
