Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,PHIF,SW,KLOGH,Equinor facies,Lithology,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4,NTG_Slope
15_9-F-5,3494.836852,-0.09447765099677138,0.10379444949115474,-0.6191616835846022,-0.7324626488103972,-2.0356592319889706,3.697004754321184,-2.744254854280261,-4.08044922349996,3.5384968604521303,-0.5304840450276508,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3494.989252,-0.0954357119657893,0.10237473790863152,-0.5913370152390569,-0.7221756221963891,-2.178614916738322,3.4933894385070987,-3.2229551885090064,-3.8511209982221786,3.5384968604521303,-0.530310302874009,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.141652,-0.11207944223879879,0.08391897002811687,-0.6440622513587566,-0.7048212500546505,-2.219852231827882,3.492375043132941,-3.645768055369909,-3.8511209982221786,3.5384968604521303,-0.5302604203182945,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.294052,-0.08712233920331222,0.11160272832512796,-0.6640391572976729,-0.6790568932658062,-1.8322220528055726,3.4903510844789105,-3.682097853676802,-3.8491440307628877,3.5384968604521303,-0.530331662457678,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.446452,-0.0710139708943777,0.12934875398903628,-0.61669346344523,-0.6601686088839557,-1.8542151885506462,3.3930997470580335,-3.2281947933784347,-3.7423877879611616,3.5384968604521303,-0.5302877710761897,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.598852,-0.033178085562401746,0.17122937966671942,-0.5251759554314146,-0.6337579106840988,-1.7689917669198694,3.190496405505877,-2.8095682124191295,-3.5130595824530544,3.5384968604521303,-0.5301999882350682,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.751252,-0.028302638291712878,0.1769082047015635,-0.44605470868556446,-0.6271342646014547,-1.8459680169425114,2.984854709925527,-2.4646407814207505,-3.2876853118635303,2.5659950622508116,-0.5299836570970103,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3495.903652,-0.09182298757444948,0.1066338584593685,-0.39243798189521417,-0.6020733062815555,-1.642530837759114,2.880512279204293,-2.5332600016500226,-3.1690672445363823,2.128560524605456,-0.529526118598682,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.056052,-0.15355643258277366,0.03919892828380381,-0.3188324873600697,-0.5930475455698128,-1.8734595603355513,2.6870264005885804,-2.4970739131322137,-2.9535777519342905,1.5623846662165024,-0.5287054666986919,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.208452,-0.1942105996676115,-0.006230962153354709,-0.2579958302332762,-0.5660778297698045,-1.9861745253593688,2.6819616769243053,-2.2936851858702876,-2.947646889095766,1.4417790750871493,-0.5283440465632624,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.360852,-0.1534775255070249,0.03919892828380381,-0.19449893510658822,-0.5432367721778614,-1.716757883957773,2.5816744065874735,-2.32598837341336,-2.8349597439161665,1.189560123952755,-0.5284184142415024,5.0,3.0,0,0,0,1,0,-0.01486237531597783
