Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,KLOGH,Equinor facies,Lithology,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4,GR_Slope,GR_Serration,RelPos,OppositionIndex,NTG_Slope,AI_Slope,BaseSharpness
15_9-F-4,3249.625248,-0.907885744579397,-0.9903131770260262,-0.4198160916399836,-0.8191650556626707,-0.893548012820665,-0.04950413311071459,-0.7484377928871394,0.4288912488695769,0.0,3.0,0,0,0,1,0,-5.754025975132531,-0.49017862325138994,1.403247350885431,0.0026541034349107043,-0.014193209526418294,-0.07510077305545182,-0.38059893074786244
15_9-F-4,3249.777648,-0.9690902330328524,-1.038435528989441,-0.28929140347574356,-0.6133451124467564,-1.1156185775952188,-0.25921810477187757,-0.8367011773820966,0.7046373969808896,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.49730209850045326,1.2896681211976535,0.6824784921310107,-0.014193209526418294,0.4395203981900518,-0.38059893074786244
15_9-F-4,3249.930048,-0.8706960104603669,-0.9612982819703412,-0.1973366240923704,-0.4570591571622882,-1.124501556524025,-0.2107465619769117,-0.9055194958040035,0.3727506246522967,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.49887234358726584,1.1284405747582966,0.9285442602419376,-0.014193209526418294,0.78966878544998,-0.38059893074786244
15_9-F-4,3250.082448,-0.8331189128936666,-0.9322833373769697,-0.059612598268542066,-0.29407862762615117,-1.0356730700511643,-0.26614261229861885,-0.6516655976839609,0.3292096038800852,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.4821362357434381,0.9274622119349465,0.8838335892642526,-0.014193209526418294,0.8818787568759264,-0.38059893074786244
15_9-F-4,3250.234848,-0.7041368907392026,-0.8317926451440865,0.08153567033436483,-0.09692406788822873,-0.9142745293828132,-0.3304419456826786,-0.34303513133696323,0.10926805985237023,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.44908876849240614,0.6946305330951862,1.081639657472216,-0.014193209526418294,1.1235390701621053,-0.38059893074786244
15_9-F-4,3250.387248,-0.7420318837998535,-0.8608075331229593,0.16663938869065476,0.08290494205323394,-0.7958369915605424,-0.3304419456826786,-0.05479478739870559,0.20333858232633314,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.4323404686597532,0.43784303860660245,1.140610922153171,-0.014193209526418294,0.9498186290224794,-0.20476508334154467
15_9-F-4,3250.539648,-0.745986230460661,-0.8643458968132742,0.2110161252344151,0.21807103276808157,-0.4553284448221731,-0.4372765249314521,0.08211616373537252,0.3341976131848713,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.4255635340804159,0.16499722883678275,1.0303513496865648,-0.014193209526418294,0.5554528351988322,-0.20476508334154467
15_9-F-4,3250.692048,-0.7109065394761622,-0.8367463854485012,0.19905521115076505,0.2963223005234937,-0.541195484307409,-0.3660526840206554,0.08805571230592041,0.20154567149757677,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.402039210739573,-0.11600939584669001,0.49942567135212185,-0.014193209526418294,0.1280313764257521,-0.20476508334154467
15_9-F-4,3250.844448,-0.6699416402768957,-0.8049007230109914,0.16796638758999896,0.36006680417882736,-0.49382047510038835,-0.5263069121825602,0.07137046939362804,0.19976241688982102,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.3517445234137668,-0.3972793350762279,0.6970420364803233,-0.014193209526418294,-0.10545966167521077,-0.20476508334154467
15_9-F-4,3250.996848,-0.6003430696458082,-0.7504092965899356,0.18950300468077147,0.4441557103769954,-0.419796943639058,-0.4590406025586013,0.02723877569397819,0.05416709285917124,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.3379896637806212,-0.6709150884842465,0.19260418573026125,-0.014193209526418294,-0.08194916671164268,-0.20476508334154467
15_9-F-4,3251.149248,-0.6813940507935602,-0.8141005223895834,0.18638982713841215,0.47164734830540544,-0.1829214238529735,-0.5193824046558233,-0.021510718765375896,0.2809830130690299,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.37037914678424144,-0.9290191557029875,0.01256677894335792,-0.014193209526418294,0.16198708144114293,-0.11095598970047696
15_9-F-4,3251.301648,-0.6545235261376816,-0.7928701491737623,0.16266138564207594,0.48806388510875187,-0.12074187416652894,-0.4936631401922902,0.040438509735779025,0.22058590725471414,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.4326422846275446,-1.169695962369921,-0.1275292687318695,-0.014193209526418294,0.5125282760524161,-0.11095598970047696
15_9-F-4,3251.454048,-0.5834854373368238,-0.7376710273688443,0.16217610768908475,0.5096311903535367,-0.369460931585957,-0.5411464822829726,0.1502087964475437,0.06417518318557627,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.4716586768966493,-1.2725984510211548,-0.2023621906550366,-0.014193209526418294,0.6612883709249776,-0.11095598970047696
15_9-F-4,3251.606448,-0.5147365738291776,-0.6838871831026542,0.10019765841258675,0.5087838114114865,-0.3250469252250166,-0.5144366627725053,0.3801017555550628,-0.04430328549188376,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5073264403005564,-1.3431193671546746,0.27263007347487134,-0.014193209526418294,0.5112747738747397,-0.11095598970047696
15_9-F-4,3251.758848,-0.528732591707457,-0.6945024794011553,0.1228860062569887,0.5077124171681122,-0.15331192836201987,-0.4174935672903679,0.4991940624296664,-0.0341638479028312,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5151623818477236,-1.3810367667494752,-0.5117649213763833,-0.014193209526418294,0.07295921694240823,-0.11095598970047696
15_9-F-4,3251.911248,-0.5441970170450049,-0.7065330532383842,0.1009535893735889,0.5195194192848233,0.03322757937096446,-0.3996870110578596,0.46919164702636196,0.006621637478132259,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5321954949333917,-1.4372769965842211,-0.4509787579873611,-0.014193209526418294,-0.38196018947797405,0.22180451396391548
15_9-F-4,3252.063648,-0.4654874170761601,-0.6456723825161922,0.08384609323766887,0.5173769532946266,0.042110143767662325,-0.44815856374502666,0.23090510255257907,-0.08657747479110366,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.553279092479878,-1.0221384191576601,-0.6656202848069076,-0.014193209526418294,-0.6267486847068945,0.22180451396391548
15_9-F-4,3252.216048,-0.35387763663295807,-0.5586275982737642,0.08459253807808832,0.503298572885845,-0.3576169794205067,-0.506521590306633,0.02835666496001301,-0.22668116916307018,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5620366201696748,0.39034701146700856,0.5599965149194922,-0.014193209526418294,-0.7128833854691379,0.22180451396391548
15_9-F-4,3252.368448,-0.43583048021173726,-0.6223189302255965,0.11452219738042436,0.4823178745653244,-0.23621843875215565,-0.6054458156670324,-0.0225266787590063,-0.10955739814779177,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5437145626705993,1.403247350885431,0.7193190633608599,-0.014193209526418294,-0.453812015094321,0.22180451396391548
15_9-F-4,3252.520848,-0.577947124902535,-0.7334248692192948,0.08780819211279439,0.4808001546121246,-0.28655445080525666,-0.6331438457739843,0.14631668139757312,0.10319909677343347,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5220822693935441,1.3079790473693125,0.8199374769672191,-0.014193209526418294,0.04759869609391455,0.22180451396391548
15_9-F-4,3252.673248,-0.7090391907696398,-0.835331001757589,0.09868270841708775,0.47313845732734094,-0.6596334662712237,-0.6044552507279014,0.01299316840639097,0.2926923684786625,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5355128614827775,0.6533679545580081,0.3591055144183139,-0.014193209526418294,0.3515202093238511,0.22180451396391548
15_9-F-4,3252.825648,-0.6733467533993767,-0.8077313913174438,0.09142287088017716,0.4881856814550006,-0.4642109796094347,-0.4857480677264223,0.07033899731885034,0.1933404928791292,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5465599845428873,0.5906226702189715,0.7713335272410979,-0.014193209526418294,0.6071130997392092,0.22180451396391548
15_9-F-4,3252.978048,-0.6249126807899708,-0.7695166968831666,0.05615134017670002,0.449056432088067,-0.26286693139702816,-0.42441807481710925,0.2549679708375069,0.10716861454023395,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.546721094773539,0.9550526585002158,1.0571277114359792,-0.014193209526418294,0.6299942297931189,0.22180451396391548
15_9-F-4,3253.130448,-0.5951978543495213,-0.7468708267474363,0.07978571559151035,0.44924337914345625,0.053954095933111824,-0.562908215459668,0.32992858691680316,0.16211784448940106,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.5469034742279304,0.9847364931258914,0.7356778175131365,-0.014193209526418294,0.7234381792615945,0.22180451396391548
15_9-F-4,3253.282848,-0.6005685630028225,-0.7511169848969858,0.062330842372197395,0.4413838871559087,-0.3013594058167881,-0.03763152935800901,0.2798440514813908,-0.06998809346843547,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.5452563072036066,0.760481540863559,-0.20251021916437548,-0.014193209526418294,0.426266072150571,0.22180451396391548
15_9-F-4,3253.435248,-0.5722353651561164,-0.7284711218380677,0.06763296966683165,0.4416586886804316,-0.33985143609500335,0.04249323038029716,0.21554160599895703,-0.1306212538479512,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.541788313497054,0.13287767123211,-0.12904165893620206,-0.014193209526418294,0.05724453193409794,0.22180451396391548
15_9-F-4,3253.587648,-0.489091652363748,-0.664072094502373,0.06686727352231472,0.421893676085837,-0.30431996452132454,0.17208245219535082,0.2430888751485803,-0.23720497127231405,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.5066911861013773,-0.3276314722456805,-0.26123769324969154,-0.014193209526418294,-0.2583867019981205,-0.22528581584493518
15_9-F-4,3253.740048,-0.38715360217729256,-0.5841041296391348,0.05163021368290074,0.4223071188990677,-0.3339294600122782,-0.4254062755213927,0.36688651088428387,-0.21151973219050507,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.4743961376769504,-0.9264241931528583,0.3884121315003685,-0.014193209526418294,-0.6022126735110623,-0.22528581584493518
15_9-F-4,3253.892448,-0.3834883721398579,-0.5812734613326822,0.005319094904688554,0.39512802601158614,-0.046717928173091026,-0.584669938744171,0.34180768115355853,-0.15523916092346246,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.40742380701398295,-1.4372769965842211,0.6358530590037532,-0.014193209526418294,-0.6750958280094109,-0.22528581584493518
15_9-F-4,3254.044848,-0.4822699581600135,-0.6584106517372835,0.03111598973520676,0.38065334891305996,-0.30431996452132454,-0.6835941641045703,0.2536318218556545,-0.034100006327597604,0.0,2.0,0,0,1,0,0,0.001335908045022262,-0.3636588634519959,-1.4142006643937448,0.429736718081052,-0.014193209526418294,-0.589444343296127,-0.22528581584493518
15_9-F-4,3254.197248,-0.575183757874237,-0.7313018962967046,0.04297218639930211,0.3909709905315283,-0.17699944777024834,-0.6875493410487573,0.17140991375148049,0.1384230327883629,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.3430944268955119,-1.2546231679703845,0.2765573206796199,-0.014193209526418294,-0.2158961602824043,-0.22528581584493518
15_9-F-4,3254.349648,-0.5816817124747691,-0.7362556436779318,0.03588604794572734,0.36350509607807713,-0.47309395853824016,-0.5985213081402955,0.09399525942429911,0.06757784245760337,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.33226419614718455,-0.9782443335539636,0.8908108836119525,-0.014193209526418294,0.13495561474205883,-0.22528581584493518
15_9-F-4,3254.502048,-0.5229862078249892,-0.6902563212516059,0.02891747915587939,0.3682570742021725,-0.15627293120810015,-0.48871739830897215,0.1156029814555437,-0.019886386892720466,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.3208164577163905,-0.6922901230434813,0.7235450495109766,-0.014193209526418294,0.3488754603351714,-0.22528581584493518
15_9-F-4,3254.654448,-0.5767272565586368,-0.7320095846037548,0.005832780458656021,0.36265131058936173,-0.18884339993569785,-0.5401559272360384,0.2883528607374429,0.07926995492822453,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.3044156661473855,-0.40786203722368725,0.788261263610048,-0.014193209526418294,0.22981726205264114,-0.22528581584493518
15_9-F-4,3254.806848,-0.5996955898612935,-0.7504092965899356,0.0039974912622306145,0.3264143292026127,-0.698125526158876,-0.5203729695949543,0.41819197141176034,0.03580006087333204,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.2813061546169275,-0.03569296114192535,0.8394861900374955,-0.014193209526418294,-0.08299634188579873,-0.22528581584493518
15_9-F-4,3254.959248,-0.7679601881983242,-0.881330324183915,0.020519142128911275,0.3433976884663962,-0.541195484307409,-0.5282856778259791,0.38091496646185175,0.4243722447938398,0.0,3.0,0,0,0,1,0,0.001335908045022262,-0.28227041637317424,0.3935257911044117,0.8819236828623349,-0.014193209526418294,-0.3676675988325804,-0.22528581584493518
