Well,Depth,GR,RT,NPHI,RHOB,RD,DT,VSH,KLOGH,PHIF,SW,Equinor facies,Lithology,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4,GR_Slope,GR_Serration,RelPos,OppositionIndex,NTG_Slope,AI_Slope,BaseSharpness,PHIF_Confidence,SW_Confidence,PHIF_Std,SW_Std,PHIF_Lower_95CI,PHIF_Upper_95CI,SW_Lower_95CI,SW_Upper_95CI
15_9-F-11_A,3689.70000000,0.15133910,-0.47199642,0.39910927,-0.68942083,-0.49521454,0.58648467,-0.59997521,-0.00813198,0.78891931,-0.56856857,,,,,,,,-2.34897996,0.25570966,0.01099443,0.96145917,-0.00413406,-1.04397471,0.72135338,,,,,,,,
15_9-F-11_A,3689.70200000,0.15133910,-0.47055254,0.37516953,-0.69746969,-0.49375544,0.49064132,-0.63005029,-0.00813198,0.78891931,-0.56856857,,,,,,,,-2.34897996,0.28026141,0.20350375,1.04025590,-0.00413406,-1.05513246,0.72135338,,,,,,,,
15_9-F-11_A,3689.80000000,-0.02935133,-0.47055254,0.37516953,-0.69746969,-0.49375544,0.49064132,-0.63005029,-0.02999441,0.78891931,-0.56856857,,,,,,,,-2.16794583,0.30978430,0.38145638,1.05872957,-0.00413406,-1.05468993,0.72135338,,,,,,,,
15_9-F-11_A,3689.80200000,-0.02935133,-0.47238215,0.32729004,-0.70551855,-0.49428563,0.38009054,-0.60749398,-0.02999441,0.78891931,-0.56856857,,,,,,,,-2.16794583,0.33778849,0.56825226,1.09207289,-0.00413406,-1.02761372,0.72135338,,,,,,,,
15_9-F-11_A,3689.82853800,-0.16223537,-0.47238215,0.32729004,-0.70551855,-0.49428563,0.38009054,-0.60749398,-0.02298540,0.77442038,-0.56294811,,,,,,,,-2.16794583,0.34879043,0.73092916,1.11796064,-0.00413406,-1.04883855,0.72135338,,,,,,,,
15_9-F-11_A,3689.90000000,-0.19213059,-0.47238215,0.32729004,-0.70551855,-0.49428563,0.38009054,-0.60749398,-0.02298540,0.77442038,-0.56294811,,,,,,,,-1.40252590,0.36438875,0.87507979,1.09957770,-0.00413406,-0.98683650,0.72135338,,,,,,,,
15_9-F-11_A,3689.90200000,-0.19213059,-0.47470256,0.27941055,-0.70551855,-0.49548020,0.26194093,-0.62253152,-0.02298540,0.77442038,-0.56294811,,,,,,,,-1.40252590,0.38904781,0.98337746,1.11147870,-0.00413406,-0.92022481,0.72135338,,,,,,,,
15_9-F-11_A,3690.00000000,-0.28186865,-0.47470256,0.27941055,-0.70551855,-0.49548020,0.26194093,-0.62253152,-0.05937641,0.73092358,-0.55732766,,,,,,,,-0.79597384,0.41865997,1.08843709,1.11849145,-0.00413406,-0.84465281,0.72135338,,,,,,,,
15_9-F-11_A,3690.00200000,-0.28186865,-0.47489640,0.25547080,-0.66527424,-0.49521454,0.15077734,-0.59245644,-0.05937641,0.73092358,-0.55732766,,,,,,,,-0.79597384,0.44430947,1.15808462,1.12132633,-0.00413406,-0.73776906,0.72135338,,,,,,,,
15_9-F-11_A,3690.10000000,-0.32115182,-0.47489640,0.25547080,-0.66527424,-0.49521454,0.15077734,-0.59245644,-0.10538274,0.67292785,-0.54608674,,,,,,,,-0.64682824,0.48794846,1.24550883,1.04455131,-0.00413406,-0.62385807,0.72135338,,,,,,,,
15_9-F-11_A,3690.10200000,-0.32115182,-0.47209283,0.23153106,-0.56868792,-0.49574597,0.05199250,-0.56238135,-0.10538274,0.67292785,-0.54608674,,,,,,,,-0.64682824,0.52809505,1.29168305,0.94884726,-0.00413406,-0.48484484,0.72135338,,,,,,,,
15_9-F-11_A,3690.20000000,-0.38642138,-0.47209283,0.23153106,-0.56868792,-0.49574597,0.05199250,-0.56238135,-0.15207911,0.58593426,-0.52922537,,,,,,,,-0.24047122,0.58417662,1.36610137,0.54230237,-0.00413406,-0.35349175,0.72135338,,,,,,,,
15_9-F-11_A,3690.20200000,-0.38642138,-0.47055254,0.20759131,-0.43990615,-0.49481626,-0.02620195,-0.53230627,-0.15207911,0.58593426,-0.52922537,,,,,,,,-0.24047122,0.63598869,1.38466138,0.12429936,-0.00413406,-0.20522837,0.72135338,,,,,,,,
15_9-F-11_A,3690.30000000,-0.35903852,-0.47055254,0.20759131,-0.43990615,-0.49481626,-0.02620195,-0.53230627,-0.16772399,0.49894067,-0.50955377,,,,,,,,0.17106703,0.71248758,1.39416889,-0.36688819,-0.00413406,-0.07596879,0.72135338,,,,,,,,
15_9-F-11_A,3690.30200000,-0.35903852,-0.46978412,0.15971182,-0.30307552,-0.49269643,-0.09103716,-0.54734381,-0.16772399,0.49894067,-0.50955377,,,,,,,,0.17106703,0.75370005,1.36766023,-0.67572761,-0.00413406,0.06288418,0.72135338,,,,,,,,
15_9-F-11_A,3690.40000000,-0.35679203,-0.46978412,0.15971182,-0.30307552,-0.49269643,-0.09103716,-0.54734381,-0.17675428,0.41194708,-0.48988217,,,,,,,,0.01377948,0.78486643,1.33918930,-0.99883191,-0.00413406,0.24666019,0.72135338,,,,,,,,
15_9-F-11_A,3690.40200000,-0.35679203,-0.46911269,0.11183233,-0.17429375,-0.49163920,-0.13650760,-0.56990013,-0.17675428,0.41194708,-0.48988217,,,,,,,,0.01377948,0.81615361,1.28662851,-1.10801852,-0.00413406,0.37877037,0.72135338,,,,,,,,
15_9-F-11_A,3690.50000000,-0.35521342,-0.46911269,0.11183233,-0.17429375,-0.49163920,-0.13650760,-0.56990013,-0.17372059,0.32495349,-0.47302080,,,,,,,,0.83167474,0.83765121,1.23210857,-1.13304763,-0.00413406,0.47322416,0.72135338,,,,,,,,
15_9-F-11_A,3690.50200000,-0.35521342,-0.46691272,0.06395284,-0.06160971,-0.49018845,-0.13577223,-0.61501275,-0.17372059,0.32495349,-0.47302080,,,,,,,,0.83167474,0.85589139,1.15675336,-1.12764660,-0.00413406,0.55779481,0.72135338,,,,,,,,
15_9-F-11_A,3690.60000000,-0.21878486,-0.46691272,0.06395284,-0.06160971,-0.49018845,-0.13577223,-0.61501275,-0.20207668,0.23795990,-0.45615942,,,,,,,,2.59181495,0.87240593,1.06375962,-1.07976106,-0.00413406,0.60716045,0.72135338,,,,,,,,
15_9-F-11_A,3690.60200000,-0.21878486,-0.46434208,-0.00786640,0.03497662,-0.48637983,-0.11689771,-0.59245644,-0.20207668,0.23795990,-0.45615942,,,,,,,,2.59181495,0.88374679,0.95181296,-1.01586401,-0.00413406,0.65036689,0.72135338,,,,,,,,
15_9-F-11_A,3690.70000000,0.07155844,-0.46434208,-0.00786640,0.03497662,-0.48637983,-0.11689771,-0.59245644,-0.20559405,0.19446310,-0.44491851,,,,,,,,2.18582802,0.88531677,0.84317854,-0.83769056,-0.00413406,0.66759638,0.72135338,,,,,,,,
15_9-F-11_A,3690.70200000,0.07155844,-0.46263542,-0.05574589,0.09936750,-0.48520256,-0.07902610,-0.60749398,-0.20559405,0.19446310,-0.44491851,,,,,,,,2.18582802,0.88427575,0.71995188,-0.61804961,-0.00413406,0.68305386,0.72135338,,,,,,,,
15_9-F-11_A,3690.80000000,0.14138170,-0.46263542,-0.05574589,0.09936750,-0.48520256,-0.07902610,-0.60749398,-0.17238208,0.16546524,-0.44210828,,,,,,,,1.06964155,0.87794541,0.58953126,-0.22781728,-0.00413406,0.68178784,0.72135338,,,,,,,,
15_9-F-11_A,3690.80200000,0.14138170,-0.46206779,-0.05574589,0.13156295,-0.48415797,-0.02546658,-0.69020046,-0.17238208,0.16546524,-0.44210828,,,,,,,,1.06964155,0.87657069,0.44322304,0.14042686,-0.00413406,0.68046064,0.72135338,,,,,,,,
15_9-F-11_A,3690.90000000,0.24860593,-0.46206779,-0.05574589,0.13156295,-0.48415797,-0.02546658,-0.69020046,-0.19839080,0.19446310,-0.44772874,,,,,,,,2.09367602,0.87271115,0.29037237,0.56819316,-0.00413406,0.66566415,0.72135338,,,,,,,,
15_9-F-11_A,3690.90200000,0.24860593,-0.46197324,0.01607335,0.11546523,-0.48441895,0.02833807,-0.62253152,-0.19839080,0.19446310,-0.44772874,,,,,,,,2.09367602,0.87057960,0.13741740,0.86291742,-0.00413406,0.64525865,0.72135338,,,,,,,,
15_9-F-11_A,3691.00000000,0.48643000,-0.46197324,0.01607335,0.11546523,-0.48441895,0.02833807,-0.62253152,-0.22188249,0.25245883,-0.45896965,,,,,,,,1.91899432,0.86804450,-0.00100299,1.16774371,-0.00413406,0.61458466,0.72135338,,,,,,,,
15_9-F-11_A,3691.00200000,0.48643000,-0.46282477,0.13577207,0.07522092,-0.48415797,0.06866091,-0.53982504,-0.22188249,0.25245883,-0.45896965,,,,,,,,1.91899432,0.86848366,-0.13031946,1.32735244,-0.00413406,0.57748951,0.72135338,,,,,,,,
15_9-F-11_A,3691.10000000,0.56499634,-0.46282477,0.13577207,0.07522092,-0.48415797,0.06866091,-0.53982504,-0.18043534,0.31045456,-0.47302080,,,,,,,,1.82610214,0.87239629,-0.22209681,1.51737193,-0.00413406,0.54354733,0.72135338,,,,,,,,
15_9-F-11_A,3691.10200000,0.56499634,-0.46462707,0.25547080,0.01887890,-0.48363632,0.12773572,-0.60749398,-0.18043534,0.31045456,-0.47302080,,,,,,,,1.82610214,0.87569913,-0.32281108,1.57893332,-0.00413406,0.51108791,0.72135338,,,,,,,,
15_9-F-11_A,3691.20000000,0.78758073,-0.46462707,0.25547080,0.01887890,-0.48363632,0.12773572,-0.60749398,-0.17579314,0.36845028,-0.48426171,,,,,,,,1.80278658,0.88274052,-0.39404495,1.65518389,-0.00413406,0.48686703,0.72135338,,,,,,,,
15_9-F-11_A,3691.20200000,0.78758073,-0.46748572,0.35122978,-0.02941426,-0.48389709,0.19428680,-0.58493767,-0.17579314,0.36845028,-0.48426171,,,,,,,,1.80278658,0.88585853,-0.50024099,1.66095990,-0.00413406,0.46265944,-0.19377435,,,,,,,,
15_9-F-11_A,3691.30000000,0.86232197,-0.46748572,0.35122978,-0.02941426,-0.48389709,0.19428680,-0.58493767,-0.18350929,0.44094494,-0.49831285,,,,,,,,0.44530250,0.88956051,-0.60961483,1.67018559,-0.00413406,0.44556527,-0.19377435,,,,,,,,
15_9-F-11_A,3691.30200000,0.86232197,-0.47026425,0.51880800,-0.06965857,-0.48494125,0.26132812,-0.53982504,-0.18350929,0.44094494,-0.49831285,,,,,,,,0.44530250,0.88550903,-0.72141386,1.66915584,-0.00413406,0.43118203,-0.80092640,,,,,,,,
15_9-F-11_A,3691.40000000,0.86220053,-0.47026425,0.51880800,-0.06965857,-0.48494125,0.26132812,-0.53982504,-0.14603988,0.46994281,-0.50112308,,,,,,,,0.48379169,0.87710940,-0.82238740,1.65410912,-0.00413406,0.42963271,-0.80092640,,,,,,,,
15_9-F-11_A,3691.40200000,0.86220053,-0.47286470,0.54274774,-0.10185401,-0.48585632,0.30716625,-0.59997521,-0.14603988,0.46994281,-0.50112308,,,,,,,,0.48379169,0.86207766,-0.93075758,1.63911514,-0.00413406,0.43000818,-0.81705846,,,,,,,,
15_9-F-11_A,3691.50000000,0.94325622,-0.47286470,0.54274774,-0.10185401,-0.48585632,0.30716625,-0.59997521,-0.11866445,0.49894067,-0.50674354,,,,,,,,1.84238603,0.84234564,-1.01737544,1.57539622,-0.00413406,0.43602885,-0.81705846,,,,,,,,
15_9-F-11_A,3691.50200000,0.94325622,-0.47859329,0.59062723,-0.13404945,-0.48887250,0.34675372,-0.63005029,-0.11866445,0.49894067,-0.50674354,,,,,,,,1.84238603,0.81376956,-1.12465909,1.51148936,-0.00413406,0.43132573,2.44015097,,,,,,,,
15_9-F-11_A,3691.60000000,1.16602276,-0.47859329,0.59062723,-0.13404945,-0.48887250,0.34675372,-0.63005029,-0.10660044,0.54243747,-0.51236400,,,,,,,,2.49596206,0.78291062,-1.20799836,1.41394177,-0.00413406,0.42203348,2.44015097,,,,,,,,
15_9-F-11_A,3691.60200000,1.16602276,-0.48547363,0.68638621,-0.17429375,-0.49322571,0.40987307,-0.62253152,-0.10660044,0.54243747,-0.51236400,,,,,,,,2.49596206,0.74576764,-1.27798625,1.30942966,-0.00413406,0.39462458,6.15785736,,,,,,,,
15_9-F-11_A,3691.70000000,1.35430268,-0.48547363,0.68638621,-0.17429375,-0.49322571,0.40987307,-0.62253152,-0.13306351,0.58593426,-0.51517423,,,,,,,,0.89078737,0.70775799,-1.32094249,1.01080189,-0.00413406,0.36531014,6.15785736,,,,,,,,
15_9-F-11_A,3691.70200000,1.35430268,-0.49244715,0.71032596,-0.22258692,-0.49814302,0.47286985,-0.56238135,-0.13306351,0.58593426,-0.51517423,,,,,,,,0.89078737,0.65929523,-1.38708653,0.74441185,-0.00413406,0.32924006,0.83134469,,,,,,,,
15_9-F-11_A,3691.79425800,1.32459185,-0.49244715,0.71032596,-0.22258692,-0.49814302,0.47286985,-0.56238135,-0.11096537,0.62943106,-0.52079468,,,,,,,,-0.73661253,0.61434797,-1.42391708,0.58259762,-0.00413406,0.32271283,0.83134469,,,,,,,,
15_9-F-11_A,3691.80000000,1.32400546,-0.49244715,0.71032596,-0.22258692,-0.49814302,0.47286985,-0.56238135,-0.11096537,0.62943106,-0.52079468,,,,,,,,-0.73661253,0.60118728,-1.45798073,0.30668073,-0.00413406,0.29635592,0.83134469,,,,,,,,
15_9-F-11_A,3691.80200000,1.32400546,-0.49718293,0.75820545,-0.28697780,-0.49894409,0.53807275,-0.57741890,-0.11096537,0.62943106,-0.52079468,,,,,,,,-0.73661253,0.54196863,-1.45702780,-0.01657191,-0.00413406,0.25895317,1.73474001,,,,,,,,
15_9-F-11_A,3691.90000000,1.23548172,-0.49718293,0.75820545,-0.28697780,-0.49894409,0.53807275,-0.57741890,-0.08261170,0.67292785,-0.52922537,,,,,,,,-1.26455473,0.47836315,-1.39625571,-0.35752673,-0.00413406,0.22819071,1.73474001,,,,,,,,
15_9-F-11_A,3691.90200000,1.23548172,-0.49829763,0.75820545,-0.35941755,-0.50095128,0.62276298,-0.59245644,-0.08261170,0.67292785,-0.52922537,,,,,,,,-1.26455473,0.41011476,-1.22499826,-0.63484006,-0.00413406,0.19372843,4.88929088,,,,,,,,
15_9-F-11_A,3692.00000000,1.11368568,-0.49829763,0.75820545,-0.35941755,-0.50095128,0.62276298,-0.59245644,-0.07149419,0.71642465,-0.53765606,,,,,,,,-0.88442496,0.33583074,-0.98985996,-0.89120958,-0.00413406,0.16137121,4.88929088,,,,,,,,
15_9-F-11_A,3692.00200000,1.11368568,-0.49667705,0.73426570,-0.42380843,-0.50175597,0.66247301,-0.59245644,-0.07149419,0.71642465,-0.53765606,,,,,,,,-0.88442496,0.25465833,-0.66241045,-1.06600590,-0.00413406,0.12802224,1.04252801,,,,,,,,
15_9-F-11_A,3692.10000000,1.09194939,-0.49667705,0.73426570,-0.42380843,-0.50175597,0.66247301,-0.59245644,-0.05015078,0.73092358,-0.54046628,,,,,,,,-1.37257150,0.16515943,-0.29544291,-1.28859926,-0.00413406,0.09561176,1.04252801,,,,,,,,
15_9-F-11_A,3692.10200000,1.09194939,-0.49738543,0.66244647,-0.48015045,-0.50148762,0.66982672,-0.60749398,-0.05015078,0.73092358,-0.54046628,,,,,,,,-1.37257150,0.08792153,0.08604471,-1.35621036,-0.00413406,0.06047941,4.52118662,,,,,,,,
15_9-F-11_A,3692.20000000,0.89006912,-0.49738543,0.66244647,-0.48015045,-0.50148762,0.66982672,-0.60749398,-0.06645752,0.74542251,-0.54046628,,,,,,,,-2.25005098,0.00292536,0.42910010,-1.42904571,-0.00413406,0.03420806,-0.12484646,,,,,,,,
15_9-F-11_A,3692.20200000,0.89006912,-0.50104396,0.63850672,-0.51234590,-0.50471542,0.68784331,-0.58493767,-0.06645752,0.74542251,-0.54046628,,,,,,,,-2.25005098,-0.04567702,0.72162459,-1.38969460,-0.00413406,0.00501448,-0.12484646,,,,,,,,
15_9-F-11_A,3692.30000000,0.72437550,-0.50104396,0.63850672,-0.51234590,-0.50471542,0.68784331,-0.58493767,-0.08541208,0.75992144,-0.54046628,,,,,,,,-1.80409452,-0.10308474,0.97848036,-1.22925609,-0.00413406,-0.02922473,-0.12484646,,,,,,,,
15_9-F-11_A,3692.30200000,0.72437550,-0.50575690,0.68638621,-0.52039476,-0.50850243,0.69188785,-0.54734381,-0.08541208,0.75992144,-0.54046628,,,,,,,,-1.80409452,-0.15065705,1.17018647,-1.05176109,-0.00413406,-0.05138821,-0.12484646,,,,,,,,
15_9-F-11_A,3692.40000000,0.59565785,-0.50575690,0.68638621,-0.52039476,-0.50850243,0.69188785,-0.54734381,-0.07355819,0.75992144,-0.53765606,,,,,,,,-0.97842740,-0.20452767,1.30702059,-0.77756134,-0.00413406,-0.06531234,-0.12484646,,,,,,,,
15_9-F-11_A,3692.40200000,0.59565785,-0.50885397,0.68638621,-0.51234590,-0.51176686,0.68343109,-0.56990013,-0.07355819,0.75992144,-0.53765606,,,,,,,,-0.97842740,-0.24792129,1.39416889,-0.49857924,-0.00413406,-0.07364025,-0.12484646,,,,,,,,
15_9-F-11_A,3692.50000000,0.56542135,-0.50885397,0.68638621,-0.51234590,-0.51176686,0.68343109,-0.56990013,-0.04073702,0.74542251,-0.53484583,,,,,,,,0.91272409,-0.29640741,1.37288586,-0.13868906,-0.00413406,-0.06619930,-0.12484646,,,,,,,,
15_9-F-11_A,3692.50200000,0.56542135,-0.50875043,0.66244647,-0.50429703,-0.51354225,0.67828349,-0.61501275,-0.04073702,0.74542251,-0.53484583,,,,,,,,0.91272409,-0.31766848,1.30981688,0.07546450,-0.00413406,-0.05206033,-0.12484646,,,,,,,,
15_9-F-11_A,3692.60000000,0.74696181,-0.50875043,0.66244647,-0.50429703,-0.51354225,0.67828349,-0.61501275,-0.02934594,0.75992144,-0.54046628,,,,,,,,1.87532389,-0.33967406,1.13119690,0.38260625,-0.00413406,-0.03528890,-0.12484646,,,,,,,,
15_9-F-11_A,3692.60200000,0.74696181,-0.50771621,0.71032596,-0.50429703,-0.51381584,0.66896879,-0.61501275,-0.02934594,0.75992144,-0.54046628,,,,,,,,1.87532389,-0.35486206,0.84029304,0.67665434,-0.00413406,-0.01402200,-0.12484646,,,,,,,,
15_9-F-11_A,3692.70000000,0.87464729,-0.50771621,0.71032596,-0.50429703,-0.51381584,0.66896879,-0.61501275,-0.02647709,0.78891931,-0.54327651,,,,,,,,0.99081273,-0.36805692,0.46389114,0.81293488,-0.00413406,-0.00091531,-0.12484646,,,,,,,,
15_9-F-11_A,3692.70200000,0.87464729,-0.50802626,0.80608494,-0.50429703,-0.51628355,0.65524187,-0.61501275,-0.02647709,0.78891931,-0.54327651,,,,,,,,0.99081273,-0.36693114,0.11909836,0.65014147,-0.00413406,0.01342727,-0.12484646,,,,,,,,
15_9-F-11_A,3692.80000000,0.91107681,-0.50802626,0.80608494,-0.50429703,-0.51628355,0.65524187,-0.61501275,0.02131718,0.81791717,-0.54608674,,,,,,,,0.60073960,-0.36435316,-0.47882934,0.74574888,-0.00413406,0.02760640,-0.12484646,,,,,,,,
15_9-F-11_A,3692.80200000,0.91107681,-0.51165734,0.92578367,-0.50429703,-0.51972721,0.65585467,-0.64508783,0.02131718,0.81791717,-0.54608674,,,,,,,,0.60073960,-0.35996122,-0.90600548,0.76618496,-0.00413406,0.03684229,-0.12484646,,,,,,,,
15_9-F-11_A,3692.90000000,0.97476776,-0.51165734,0.92578367,-0.50429703,-0.51972721,0.65585467,-0.64508783,-0.08558541,0.80341824,-0.54046628,,,,,,,,-0.07097076,-0.35975648,-1.28609123,0.76685545,-0.00413406,0.04592894,-0.12484646,,,,,,,,
15_9-F-11_A,3692.90200000,0.97476776,-0.51562886,0.92578367,-0.48819931,-0.52374584,0.65830591,-0.53230627,-0.08558541,0.80341824,-0.54046628,,,,,,,,-0.07097076,-0.35955424,-1.45798073,0.77458778,-0.00413406,0.05401787,-0.12484646,,,,,,,,
15_9-F-11_A,3693.00000000,0.90099798,-0.51562886,0.92578367,-0.48819931,-0.52374584,0.65830591,-0.53230627,-0.10130241,0.77442038,-0.52922537,,,,,,,,-0.39183736,-0.35786470,-1.43502736,0.73272602,-0.00413406,0.06068978,-0.12484646,,,,,,,,
15_9-F-11_A,3693.00200000,0.90099798,-0.52111370,0.85396443,-0.46405273,-0.53059538,0.66198277,-0.52478750,-0.10130241,0.77442038,-0.52922537,,,,,,,,-0.39183736,-0.35590065,-1.19812075,0.60357207,-0.00413406,0.06681305,-0.12484646,,,,,,,,
15_9-F-11_A,3693.10000000,0.91204826,-0.52111370,0.85396443,-0.46405273,-0.53059538,0.66198277,-0.52478750,-0.10577726,0.77442038,-0.52922537,,,,,,,,0.52709202,-0.34308001,-0.67819003,0.43258459,-0.00413406,0.07240856,-0.12484646,,,,,,,,
15_9-F-11_A,3693.10200000,0.91204826,-0.52569378,0.92578367,-0.44795501,-0.53681081,0.66798830,-0.51726873,-0.10577726,0.77442038,-0.52922537,,,,,,,,0.52709202,-0.33791643,-0.27551119,0.36549243,-0.00413406,0.07723918,-0.12484646,,,,,,,,
15_9-F-11_A,3693.20000000,0.98903599,-0.52569378,0.92578367,-0.44795501,-0.53681081,0.66798830,-0.51726873,-0.08629268,0.73092358,-0.51798445,,,,,,,,-1.24341066,-0.29681740,0.28021284,0.43830129,-0.00413406,0.07777414,-0.12484646,,,,,,,,
15_9-F-11_A,3693.20200000,0.98903599,-0.52902116,0.78214519,-0.43990615,-0.54151339,0.67215540,-0.56238135,-0.08629268,0.73092358,-0.51798445,,,,,,,,-1.24341066,-0.27243295,0.65482164,0.52439207,-0.00413406,0.07962168,-0.12484646,,,,,,,,
15_9-F-11_A,3693.30000000,0.70962155,-0.52902116,0.78214519,-0.43990615,-0.54151339,0.67215540,-0.56238135,-0.03034134,0.74542251,-0.52079468,,,,,,,,-1.95620083,-0.14285578,1.01969541,0.73290724,-0.00413406,0.07296284,-0.12484646,,,,,,,,
15_9-F-11_A,3693.30200000,0.70962155,-0.53302090,0.80608494,-0.45600387,-0.54466828,0.67338102,-0.62253152,-0.03034134,0.74542251,-0.52079468,,,,,,,,-1.95620083,-0.02141438,1.25602045,0.79863153,-0.00413406,0.07056123,-0.12484646,,,,,,,,
15_9-F-11_A,3693.40000000,0.66967050,-0.53302090,0.80608494,-0.45600387,-0.54466828,0.67338102,-0.62253152,-0.02795731,0.75992144,-0.52079468,,,,,,,,0.28431406,0.23412684,1.39416889,0.82740329,-0.00413406,0.06571748,-0.12484646,,,,,,,,
15_9-F-11_A,3693.40200000,0.66967050,-0.53792769,0.83002468,-0.47210159,-0.55146225,0.68453414,-0.61501275,-0.02795731,0.75992144,-0.52079468,,,,,,,,0.28431406,0.44344391,1.30979576,0.86630005,-0.00413406,0.06655888,-0.12484646,,,,,,,,
15_9-F-11_A,3693.50000000,0.75782995,-0.53792769,0.83002468,-0.47210159,-0.55146225,0.68453414,-0.61501275,0.04579809,0.78891931,-0.52360491,,,,,,,,1.09110667,0.67682039,1.12757292,0.86912127,-0.00413406,0.06904379,-0.12484646,,,,,,,,
15_9-F-11_A,3693.50200000,0.75782995,-0.54122506,0.85396443,-0.49624817,-0.55466803,0.70181536,-0.67516292,0.04579809,0.78891931,-0.52360491,,,,,,,,1.09110667,0.87741215,0.89634118,0.88127642,-0.00413406,0.07262588,3.52979825,,,,,,,,
15_9-F-11_A,3693.60000000,0.85023951,-0.54122506,0.85396443,-0.49624817,-0.55466803,0.70181536,-0.67516292,0.11319550,0.83241610,-0.52922537,,,,,,,,1.16179355,1.07758771,0.63931652,0.85840397,-0.00413406,0.08050299,0.10980168,,,,,,,,
15_9-F-11_A,3693.60200000,0.85023951,-0.54376742,0.90184392,-0.53649248,-0.55891919,0.72828872,-0.72027554,0.11319550,0.83241610,-0.52922537,,,,,,,,1.16179355,1.25445895,0.28914709,0.85521990,-0.00413406,0.08510284,0.10980168,,,,,,,,
15_9-F-11_A,3693.70000000,0.94999568,-0.54376742,0.90184392,-0.53649248,-0.55891919,0.72828872,-0.72027554,0.03182294,0.86141397,-0.53203560,,,,,,,,0.96786524,1.43931223,-0.06439858,0.83141384,-0.00413406,0.09360039,0.10980168,,,,,,,,
15_9-F-11_A,3693.70200000,0.94999568,-0.54498778,0.94972341,-0.56868792,-0.56260740,0.75611026,-0.63756906,0.03182294,0.86141397,-0.53203560,,,,,,,,0.96786524,1.60244072,-0.60493228,1.04025693,-0.00413406,0.09331465,0.10980168,,,,,,,,
15_9-F-11_A,3693.75915300,1.00008768,-0.54498778,0.94972341,-0.56868792,-0.56260740,0.75611026,-0.63756906,0.03174102,0.86141397,-0.53203560,,,,,,,,0.04320105,1.62039952,-1.16096021,1.41793379,-0.00413406,0.10281373,0.10980168,,,,,,,,
15_9-F-11_A,3693.80000000,1.00609715,-0.54498778,0.94972341,-0.56868792,-0.56260740,0.75611026,-0.63756906,0.03174102,0.86141397,-0.53203560,,,,,,,,0.04320105,1.77278041,-1.37920106,1.30656598,-0.00413406,0.09477112,0.10980168,,,,,,,,
15_9-F-11_A,3693.80200000,1.00609715,-0.54799553,0.90184392,-0.59283450,-0.56855432,0.78356411,-0.63005029,0.03174102,0.86141397,-0.53203560,,,,,,,,0.04320105,1.92164346,-1.45798073,1.18218963,-0.00413406,0.08623858,0.10980168,,,,,,,,
15_9-F-11_A,3693.90000000,0.96377819,-0.54799553,0.90184392,-0.59283450,-0.56855432,0.78356411,-0.63005029,0.02751289,0.86141397,-0.52922537,,,,,,,,-0.56605924,2.06424168,-1.24838204,1.14018199,-0.00413406,0.07301260,0.10980168,,,,,,,,
15_9-F-11_A,3693.90200000,0.96377819,-0.55282222,0.92578367,-0.59283450,-0.57501119,0.80942466,-0.63005029,0.02751289,0.86141397,-0.52922537,,,,,,,,-0.56605924,2.18806814,-0.93951941,1.01519005,-0.00413406,0.05182466,0.10980168,,,,,,,,
15_9-F-11_A,3694.00000000,0.90154442,-0.55282222,0.92578367,-0.59283450,-0.57501119,0.80942466,-0.63005029,-0.02433365,0.86141397,-0.52360491,,,,,,,,-0.75267350,2.26139504,-0.47924333,0.87880546,-0.00413406,0.02953771,0.10980168,,,,,,,,
15_9-F-11_A,3694.00200000,0.90154442,-0.55655735,0.92578367,-0.58478564,-0.58046886,0.81739118,-0.57741890,-0.02433365,0.86141397,-0.52360491,,,,,,,,-0.75267350,2.32575110,-0.03950119,0.86786813,-0.00413406,0.00456210,0.10980168,,,,,,,,
15_9-F-11_A,3694.10000000,0.84186072,-0.55655735,0.92578367,-0.58478564,-0.58046886,0.81739118,-0.57741890,-0.08583094,0.86141397,-0.52079468,,,,,,,,-0.87850354,2.35018412,0.42990890,1.11867101,-0.00413406,-0.02046306,0.10980168,,,,,,,,
15_9-F-11_A,3694.10200000,0.84186072,-0.55758074,0.90184392,-0.58478564,-0.58367472,0.81714605,-0.50974996,-0.08583094,0.86141397,-0.52079468,,,,,,,,-0.87850354,2.37839854,0.76773847,1.30918766,-0.00413406,-0.04448791,0.10980168,,,,,,,,
15_9-F-11_A,3694.20000000,0.75898355,-0.55758074,0.90184392,-0.58478564,-0.58367472,0.81714605,-0.50974996,-0.10868271,0.84691504,-0.51798445,,,,,,,,-0.70419193,2.37870009,1.11784164,1.54062732,-0.00413406,-0.06811908,0.10980168,,,,,,,,
15_9-F-11_A,3694.20200000,0.75898355,-0.55883433,0.80608494,-0.60088336,-0.58566759,0.80881185,-0.47967487,-0.10868271,0.84691504,-0.51798445,,,,,,,,-0.70419193,2.38190407,1.17625806,1.58508181,-0.00413406,-0.08556427,0.10980168,,,,,,,,
15_9-F-11_A,3694.30000000,0.72789702,-0.55883433,0.80608494,-0.60088336,-0.58566759,0.80881185,-0.47967487,-0.09296830,0.86141397,-0.52079468,,,,,,,,0.54337591,2.35500041,1.39416889,1.52136486,-0.00413406,-0.11500904,0.10980168,,,,,,,,
