Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,PHIF,SW,KLOGH,Equinor facies,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4
15_9-F-4,3305.556049,-1.235355577,-1.215801096,1.049533779,1.032873331,-1.001979378,-0.364181941,-0.039151978,0.051412845,-0.777458819,2.408969794,3,0,0,0,1,0
15_9-F-4,3305.708449,-1.278545886,-1.250583341,1.064776498,1.0183217,-0.96624025,-0.349999754,-0.18113888,0.053389852,-0.782244763,2.806353684,3,0,0,0,1,0
15_9-F-4,3305.860849,-1.279278622,-1.25129314,1.087636984,1.035146476,-1.059711256,-0.421925072,-0.17044273,0.07315927,-0.790380847,2.880347789,3,0,0,0,1,0
15_9-F-4,3306.013249,-1.284672499,-1.255552211,1.116020857,1.034694995,-1.045965677,-0.41078124,-0.124239944,0.07118256,-0.798038327,2.923177729,3,0,0,0,1,0
15_9-F-4,3306.165649,-1.24351678,-1.22218967,1.138773702,1.073978084,-1.208165348,-0.36823468,-0.069795628,-0.003942303,-0.798038327,2.325156698,3,0,0,0,1,0
15_9-F-4,3306.318049,-1.279842257,-1.25129314,1.154363699,1.120732777,-1.216412932,-0.156513875,-0.015234581,-0.148261006,-0.791338053,2.245714769,3,0,0,0,1,0
15_9-F-4,3306.470449,-1.183152861,-1.17392042,1.182364953,1.102390093,-1.417100908,-0.313532313,0.068726836,-0.100813866,-0.801388505,1.657472346,3,0,0,0,1,0
15_9-F-4,3306.622849,-1.114582589,-1.119262646,1.179291076,1.088031087,-1.653527626,-0.207163503,0.047465582,-0.241178279,-0.788466478,1.042635976,3,0,0,0,1,0
15_9-F-4,3306.775249,-1.021618849,-1.044729229,1.190461587,1.10140937,-1.631534462,-0.309479564,0.03433133,-0.166053733,-0.796602561,0.755294494,3,0,0,0,1,0
15_9-F-4,3306.927649,-1.061196379,-1.075962259,1.177992974,1.111767118,-1.474832786,-0.149422782,-0.104292445,-0.227339566,-0.788466478,0.831712424,3,0,0,0,1,0
15_9-F-4,3307.080049,-1.07569834,-1.088029616,1.185931957,1.0910325,-1.359368645,-0.32568813,-0.292582343,-0.077090158,-0.803302874,1.105664959,3,0,0,0,1,0
15_9-F-4,3307.232449,-1.122501535,-1.12565122,1.185536283,1.096674839,-1.32362949,-0.40875487,-0.415631565,-0.011850311,-0.809045986,1.463966056,3,0,0,0,1,0
15_9-F-4,3307.384849,-1.112660661,-1.117842935,1.200455744,1.056542325,-1.452839623,-0.537408935,-0.426327715,0.037574133,-0.816224902,1.497892607,3,0,0,0,1,0
15_9-F-4,3307.537249,-1.15903546,-1.15475469,1.186683818,1.073388714,-1.312633142,-0.581981864,-0.408415271,0.108744684,-0.818617874,1.948860426,3,0,0,0,1,0
15_9-F-4,3307.689649,-1.153957263,-1.150495676,1.171987173,1.096636208,-1.164179049,-0.561720558,-0.235481885,0.136422407,-0.816703467,1.979649542,3,0,0,0,1,0
15_9-F-4,3307.842049,-1.085060076,-1.095127989,1.165917182,1.070196221,-1.087202799,-0.524238722,-0.063790675,0.1344454,-0.814310533,1.516741222,3,0,0,0,1,0
15_9-F-4,3307.994449,-1.039130553,-1.058216241,1.167277684,1.027368222,-1.084453596,-0.510056536,0.054581666,0.126537411,-0.813353327,1.245401148,3,0,0,0,1,0
15_9-F-4,3308.146849,-1.012961576,-1.037630856,1.122794473,1.031012225,-1.279643191,-0.554629465,0.106702408,0.098859985,-0.798995533,1.074905891,3,0,0,0,1,0
15_9-F-4,3308.299249,-1.054393415,-1.070993389,1.09261206,1.019581797,-0.795792995,-0.556655835,0.108940087,0.239224695,-0.801867108,1.534895543,3,0,0,0,1,0
15_9-F-4,3308.451649,-1.039237625,-1.058926096,1.086564255,1.021983277,-0.905759168,-0.589072947,0.01071677,0.229339976,-0.798995533,1.427286022,3,0,0,0,1,0
15_9-F-4,3308.604049,-0.952456776,-0.98865175,1.070119639,0.975229496,-0.960741843,-0.632631491,0.026190011,0.243178689,-0.794688192,1.008142798,3,0,0,0,1,0
15_9-F-4,3308.756449,-0.92770253,-0.96948607,1.051003571,0.972142569,-0.7545559,-0.675178041,0.078195126,0.330165257,-0.795645355,1.02291739,3,0,0,0,1,0
15_9-F-4,3308.908849,-0.856889006,-0.911988879,1.035615484,0.930322889,-0.817786158,-0.675178041,0.061712065,0.31237255,-0.789423645,0.711540367,3,0,0,0,1,0
15_9-F-4,3309.061249,-0.861719301,-0.91624795,1.02480284,0.91307421,-0.771050655,-0.610346227,0.136306506,0.282717821,-0.784159137,0.694510476,3,0,0,0,1,0
15_9-F-4,3309.213649,-0.833594535,-0.893533005,0.987449672,0.884475167,-0.586857848,-0.584005813,0.21214202,0.318303255,-0.77554445,0.635751625,3,0,0,0,1,0
15_9-F-4,3309.366049,-0.928260467,-0.96948607,0.94817505,0.839919345,-1.056962052,-0.631619507,0.302108391,0.215500967,-0.75687931,0.865801778,3,0,0,0,1,0
15_9-F-4,3309.518449,-1.02178795,-1.044729229,0.910717946,0.820055088,-0.76005428,-0.671127713,0.361345217,0.326211263,-0.755922109,1.505765765,3,0,0,0,1,0
15_9-F-4,3309.670849,-1.106838441,-1.112874072,0.87499419,0.76445297,-0.7545559,-0.70253044,0.42527324,0.349934971,-0.747786025,2.135120123,3,0,0,0,1,0
15_9-F-4,3309.823249,-1.094382465,-1.102936275,0.838250237,0.722787185,-1.040467297,-0.609331832,0.40500859,0.205616268,-0.724334942,1.715845259,3,0,0,0,1,0
15_9-F-4,3309.975649,-1.102695838,-1.109324857,0.806316282,0.672483405,-1.199917764,-0.503977427,0.290200898,0.088975267,-0.70327683,1.534472162,3,0,0,0,1,0
15_9-F-4,3310.128049,-1.139026905,-1.138428319,0.800434806,0.615027544,-1.191670593,-0.274024107,0.261809244,-0.063251445,-0.687483261,1.463152047,3,0,0,0,1,0
15_9-F-4,3310.280449,-1.149921732,-1.147656317,0.829318361,0.561042665,-1.411602528,-0.120044024,0.240432363,-0.229316573,-0.680304345,1.232063156,3,0,0,0,1,0
15_9-F-4,3310.432849,-1.154898554,-1.151205475,0.80109281,0.48612947,-1.491327542,-0.108902602,0.137331741,-0.258971006,-0.667382317,1.207911079,3,0,0,0,1,0
15_9-F-4,3310.585249,-1.130798029,-1.132039802,0.723219829,0.434530983,-1.290639979,-0.142331689,-0.032035895,-0.179892426,-0.647759976,1.215409188,3,0,0,0,1,0
15_9-F-4,3310.737649,-1.019167042,-1.042599726,0.704637986,0.40113879,-1.224660104,-0.153475531,-0.212084263,-0.154191711,-0.6415383,0.761271344,3,0,0,0,1,0
15_9-F-4,3310.890049,-0.875313835,-0.926895546,0.630026477,0.334012495,-1.070708044,-0.008612911,-0.310090641,-0.205592865,-0.604686619,0.27753972,3,0,0,0,1,0
15_9-F-4,3311.042449,-0.753819506,-0.82964729,0.529884185,0.302536582,-1.087202799,0.050142206,-0.271422402,-0.249086287,-0.556348647,0.013310665,3,0,0,0,1,0
15_9-F-4,3311.194849,-0.674371285,-0.765761525,0.482646513,0.277195712,-1.029470921,0.215263711,-0.545912498,-0.343980864,-0.521411307,-0.135533488,3,0,0,0,1,0
15_9-F-4,3311.347249,-0.555007438,-0.669932874,0.401962072,0.188246043,-0.941497911,0.026842556,-0.567289382,-0.191754152,-0.503703407,-0.209602516,3,0,0,0,1,0
15_9-F-4,3311.499649,-0.329564347,-0.489633123,0.134695586,0.156544504,-0.589607024,-0.128149502,-0.577767489,0.011873417,-0.397934246,-0.329584406,3,0,0,0,1,0
15_9-F-4,3311.652049,-0.084501432,-0.293007059,0.082714374,0.151969929,-0.427406968,-0.324673735,-0.411965605,0.189800548,-0.391712498,-0.41477955,3,0,0,0,1,0
15_9-F-4,3311.804449,0.0896296,-0.153168222,-0.021350237,0.110524264,-0.564864685,-0.248698088,-0.191516777,0.100836992,-0.317051939,-0.466819901,3,0,0,0,1,0
15_9-F-4,3311.956849,0.137745935,-0.114126913,-0.105706832,0.094133623,-0.24321416,-0.135240595,0.138760024,0.116652693,-0.269192571,-0.474382116,3,0,0,0,1,0
15_9-F-4,3312.109249,0.091844579,-0.151038662,-0.162044257,0.089917204,-0.586857848,-0.077497464,0.272489977,-0.019758003,-0.21080418,-0.474049219,3,0,0,0,1,0
15_9-F-4,3312.261649,0.07412432,-0.165235522,-0.132813595,0.043183814,-0.457647715,-0.103835467,0.315142431,0.033620138,-0.239998376,-0.467863004,4,0,0,0,1,0
15_9-F-4,3312.414049,0.099244826,-0.145359936,-0.181300795,0.045241677,0.0646904,-0.202098779,0.299568977,0.251086401,-0.247177258,-0.45921614,4,0,0,0,1,0
15_9-F-4,3312.566449,0.143663941,-0.109867892,-0.360073041,-0.001483164,-0.004038238,-0.228436783,0.225263057,0.247132407,-0.129443271,-0.468094707,4,0,0,0,1,0
15_9-F-4,3312.718849,0.132836733,-0.118385927,-0.379769302,-0.001373025,-0.240464956,-0.168669692,0.422921034,0.140376421,-0.094984605,-0.472304762,4,0,0,0,1,0
15_9-F-4,3312.871249,0.069733708,-0.168784687,-0.233342534,-0.0383157,-0.614349391,-0.115993695,0.445322051,-0.001965296,-0.168687957,-0.469216996,4,0,0,0,1,0
15_9-F-4,3313.023649,-0.03998664,-0.256805052,-0.110742711,-0.058524923,-0.938748707,-0.09573239,0.364809655,-0.108721578,-0.230426488,-0.45391609,4,0,0,0,1,0
15_9-F-4,3313.176049,-0.137690589,-0.335597533,0.068809853,-0.104871767,-0.435654552,-0.189942972,0.241457598,0.098859985,-0.37209019,-0.406461936,4,1,0,0,0,0
15_9-F-4,3313.328449,-0.203752724,-0.388125747,0.255794679,-0.106904914,-0.699572813,-0.277062451,-0.042717728,0.081067259,-0.465894525,-0.382403074,4,1,0,0,0,0
15_9-F-4,3313.480849,-0.234503774,-0.412970203,0.07364505,-0.120027505,-0.751806696,-0.514109285,-0.33309843,0.223408975,-0.39554124,-0.345131075,4,1,0,0,0,0
15_9-F-4,3313.633249,-0.243516127,-0.420068633,0.054383161,-0.156296757,-0.355929125,-0.586032182,-0.673753128,0.385520405,-0.408463268,-0.309046742,4,1,0,0,0,0
15_9-F-4,3313.785649,-0.203053744,-0.388125747,-0.06844181,-0.219060495,-0.2679565,-0.601228764,-0.434165098,0.421105543,-0.347203341,-0.32715448,4,1,0,0,0,0
15_9-F-4,3313.938049,-0.2290648,-0.408711189,-0.085740138,-0.221395674,-0.542871521,-0.418884307,0.207870388,0.221431968,-0.307480051,-0.348677164,4,1,0,0,0,0
15_9-F-4,3314.090449,-0.299258358,-0.464788668,-0.12701568,-0.24711904,-0.545620725,-0.172722432,0.771110279,0.05536684,-0.257227744,-0.339198563,4,1,0,0,0,0
15_9-F-4,3314.242849,-0.474482796,-0.60533736,-0.056608743,-0.230427755,-0.809538986,0.179808244,0.727042759,-0.256994296,-0.248134459,-0.291757445,4,1,0,0,0,0
15_9-F-4,3314.395249,-0.528691935,-0.649347539,0.115347121,-0.223894923,-0.724315152,0.340877011,0.316975962,-0.34002685,-0.335238514,-0.271655702,4,1,0,0,0,0
15_9-F-4,3314.547649,-0.558541363,-0.67277229,0.106717349,-0.246660147,-0.608850984,0.301371216,-0.279663933,-0.280717707,-0.341460191,-0.231850375,4,1,0,0,0,0
15_9-F-4,3314.700049,-0.486831807,-0.6152751,-0.023259115,-0.249151993,-0.300946423,0.019751463,-0.499709712,-0.003942303,-0.313223201,-0.216865167,4,1,0,0,0,0
15_9-F-4,3314.852449,-0.459529862,-0.593269954,-0.044325527,-0.300573133,0.009707726,-0.148408387,-0.405960652,0.19770826,-0.332845509,-0.180863924,4,1,0,0,0,0
15_9-F-4,3315.004849,-0.314583249,-0.477565823,-0.139802306,-0.336696086,-0.075516108,-0.094720415,-0.107452946,0.138399414,-0.263928024,-0.314265644,4,1,0,0,0,0
15_9-F-4,3315.157249,-0.21224068,-0.395224177,-0.317800747,-0.370454742,0.075687188,0.026842556,0.250204588,0.100836992,-0.140450968,-0.375851659,4,1,0,0,0,0
15_9-F-4,3315.309649,-0.181224744,-0.370379728,-0.400792695,-0.419486755,0.232388452,0.081544923,0.478490798,0.108744684,-0.08349831,-0.3881703,4,1,0,0,0,0
15_9-F-4,3315.462049,-0.233117424,-0.412260347,-0.496148778,-0.457579063,0.133419066,-0.006586531,0.399104948,0.138399414,-0.021759779,-0.35998669,4,1,0,0,0,0
15_9-F-4,3315.614449,-0.298204404,-0.464078819,-0.649090204,-0.469481077,0.006958522,-0.124096763,0.338857203,0.18189254,0.086402315,-0.315859799,4,1,0,0,0,0
15_9-F-4,3315.766849,-0.283724912,-0.452721368,-0.624405694,-0.547049074,0.174656574,0.026842556,0.41580495,0.128514398,0.079223505,-0.334671767,4,1,0,0,0,0
15_9-F-4,3315.919249,-0.362908247,-0.515897284,-0.64532292,-0.600091812,0.045446441,0.179808244,0.419253972,-0.011850311,0.126604131,-0.313769826,4,1,0,0,0,0
15_9-F-4,3316.071649,-0.301794661,-0.466918228,-0.71419744,-0.639973348,0.23788686,0.28313629,0.338756993,-0.023712017,0.191692945,-0.35160734,4,1,0,0,0,0
15_9-F-4,3316.224049,-0.288803216,-0.456270533,-0.814870486,-0.686538911,0.375344164,0.147391132,0.290200898,0.104790987,0.24912413,-0.335954647,4,1,0,0,0,0
15_9-F-4,3316.376449,-0.134184722,-0.332758117,-0.854611914,-0.682206442,0.185652949,-0.11295293,0.311679093,0.225385982,0.260610425,-0.392194113,4,1,0,0,0,0
15_9-F-4,3316.528849,-0.180097475,-0.369669873,-0.854849361,-0.70285219,0.213144492,-0.141317293,0.437066204,0.253063408,0.252474269,-0.368231617,4,1,0,0,0,0
15_9-F-4,3316.681249,-0.235315417,-0.413680059,-0.852255307,-0.720145822,0.155412614,-0.167657718,0.407447792,0.253063408,0.247688397,-0.33955505,4,1,0,0,0,0
15_9-F-4,3316.833649,-0.258294261,-0.432135933,-0.864015581,-0.743080374,0.292869946,0.004557302,0.403997669,0.177938545,0.276882592,-0.340219274,4,1,0,0,0,0
15_9-F-4,3316.986049,-0.112891085,-0.315721947,-0.87381181,-0.788147196,0.284622335,0.030895295,0.416814769,0.158169128,0.297462101,-0.408564817,4,1,0,0,0,0
15_9-F-4,3317.138449,0.108370056,-0.138261506,-0.844871087,-0.821244056,0.072937984,0.111935665,0.274828968,0.04152783,0.310384129,-0.473445156,4,1,0,0,0,0
15_9-F-4,3317.290849,0.265389292,-0.011909787,-0.866857425,-0.818267789,0.111425903,0.038998373,0.271277535,0.10281398,0.321391754,-0.492581937,4,1,0,0,0,0
15_9-F-4,3317.443249,0.325494076,0.036359519,-0.87512981,-0.830276987,0.292869946,-0.097758759,0.254678845,0.245155696,0.29267609,-0.494152128,4,1,0,0,0,0
15_9-F-4,3317.595649,0.3616841,0.065462989,-0.900285346,-0.830919238,0.622767642,-0.274024107,0.321248695,0.458667964,0.263481895,-0.490552513,4,1,0,0,0,0
15_9-F-4,3317.748049,0.325387004,0.036359519,-0.972780572,-0.827103221,0.696994688,-0.38950796,0.519916491,0.557516535,0.305598118,-0.481659493,4,1,0,0,0,0
15_9-F-4,3317.900449,0.338761802,0.047007214,-0.942892399,-0.841111936,0.685998313,-0.455354169,0.490500702,0.599032674,0.268267906,-0.481705335,4,1,0,0,0,0
15_9-F-4,3318.052849,0.262289569,-0.014749097,-0.937583111,-0.851391543,0.78771649,-0.552603095,0.645621856,0.691950243,0.238116509,-0.463643698,4,1,0,0,0,0
15_9-F-4,3318.205249,0.22200177,-0.046691983,-0.908628692,-0.868299831,1.123113006,-0.699492086,0.777114131,0.887670101,0.167763297,-0.4400933,4,1,0,0,0,0
15_9-F-4,3318.357649,0.112185745,-0.134712348,-0.968792323,-0.848033341,1.068129919,-0.782558826,0.939351367,0.927209529,0.208922314,-0.400935534,4,1,0,0,0,0
15_9-F-4,3318.510049,0.150850043,-0.104189173,-0.936985815,-0.87266735,1.189092468,-0.796741012,1.061289458,0.970702358,0.172549169,-0.409932616,4,1,0,0,0,0
15_9-F-4,3318.662449,0.274243831,-0.004811357,-0.944430088,-0.879464359,0.837201197,-0.7643239,1.122864173,0.848130672,0.209400845,-0.455759009,4,1,0,0,0,0
15_9-F-4,3318.814849,0.336715817,0.044877547,-0.935390787,-0.880887889,1.271566686,-0.768376639,1.1749706,0.976633656,0.176377979,-0.46039079,4,1,0,0,0,0
15_9-F-4,3318.967249,0.333238116,0.042038131,-0.919486845,-0.890139097,1.106617838,-0.784585195,1.180772928,0.939070938,0.17015623,-0.462067126,4,1,0,0,0,0
15_9-F-4,3319.119649,0.299759086,0.015774078,-0.915515296,-0.874713696,1.145106169,-0.796741012,1.095584752,0.958840949,0.161541548,-0.453594784,4,1,0,0,0,0
15_9-F-4,3319.272049,0.202720362,-0.062308441,-0.889121911,-0.883963596,1.070879123,-0.782558826,1.095584752,0.927209529,0.141919241,-0.431107675,4,1,0,0,0,0
15_9-F-4,3319.424449,0.087341304,-0.154587933,-0.88360272,-0.889092888,1.881877839,-0.810923199,1.145453499,1.180260929,0.084487908,-0.353895549,4,1,0,0,0,0
15_9-F-4,3319.576849,0.013495569,-0.214214578,-0.880249993,-0.889980428,1.573972866,-0.910198495,1.324289424,1.158514801,0.08353085,-0.315748708,4,1,0,0,0,0
15_9-F-4,3319.729249,0.016251499,-0.212085017,-0.874694702,-0.887747882,1.340295765,-0.978071074,1.436643597,1.136768079,0.083052176,-0.321772637,4,1,0,0,0,0
15_9-F-4,3319.881649,0.06300406,-0.174463512,-0.873119903,-0.87987075,1.032390792,-1.003397093,1.418932676,1.065597231,0.096931409,-0.360278688,4,1,0,0,0,0
15_9-F-4,3320.034049,-0.006783676,-0.230540998,-0.870737539,-0.876750239,1.46400749,-0.923368707,1.48652666,1.134790796,0.079223505,-0.307422638,4,1,0,0,0,0
15_9-F-4,3320.186449,-0.013907858,-0.236219724,-0.873174091,-0.876096658,1.400777232,-0.961862518,1.612015085,1.142698804,0.079702036,-0.301104624,4,1,0,0,0,0
15_9-F-4,3320.338849,-0.102306402,-0.307203812,-0.878771306,-0.872682851,1.114865422,-0.944641987,1.668812708,1.049781215,0.099324343,-0.258304375,4,1,0,0,0,0
15_9-F-4,3320.491249,-0.12039303,-0.321400673,-0.875265892,-0.866947128,1.540983328,-0.978071074,1.643871176,1.194100235,0.068694415,-0.201915134,4,1,0,0,0,0
15_9-F-4,3320.643649,-0.101979381,-0.306493957,-0.878976494,-0.866026289,0.97190971,-0.726842064,1.538431563,0.861969385,0.136654694,-0.302130403,4,1,0,0,0,0
15_9-F-4,3320.796049,0.025230096,-0.204986694,-0.884264249,-0.859354994,1.084624675,-0.674166067,1.398682341,0.859992675,0.146226582,-0.373583114,4,1,0,0,0,0
15_9-F-4,3320.948449,0.133406065,-0.117676178,-0.88655721,-0.852865721,0.94166899,-0.560708584,1.268401408,0.743351081,0.17685651,-0.428129048,4,1,0,0,0,0
15_9-F-4,3321.100849,0.179059522,-0.081474171,-0.889455412,-0.849215951,0.617269262,-0.66201025,1.159497358,0.717650958,0.186428398,-0.443107083,4,1,0,0,0,0
15_9-F-4,3321.253249,0.066216661,-0.171624103,-0.892240635,-0.838775271,0.815208034,-0.631619507,1.128767813,0.753236392,0.17685651,-0.40450089,4,1,0,0,0,0
15_9-F-4,3321.405649,0.064435562,-0.173043808,-0.901812632,-0.834975978,0.411083291,-0.604267118,1.147691178,0.618802388,0.215622593,-0.418847908,4,1,0,0,0,0
15_9-F-4,3321.558049,-0.024639173,-0.244737752,-0.914417906,-0.823813263,0.78771649,-0.622502044,1.133444695,0.739397679,0.196478817,-0.36817471,4,1,0,0,0,0
15_9-F-4,3321.710449,0.045244241,-0.188660266,-0.918049123,-0.817550716,0.655757593,-0.609331832,1.088454352,0.691950243,0.212272454,-0.40392067,4,1,0,0,0,0
15_9-F-4,3321.862849,0.067608816,-0.170914248,-0.919138036,-0.808973273,0.881187908,-0.676192436,1.076647071,0.80266052,0.189778538,-0.39914367,4,1,0,0,0,0
15_9-F-4,3322.015249,0.167465608,-0.090702162,-0.914042862,-0.796797695,0.718987852,-0.707595154,1.109830134,0.776959804,0.19456441,-0.434856809,4,1,0,0,0,0
15_9-F-4,3322.16765,0.229807946,-0.040303401,-0.909430134,-0.788697671,0.477062754,-0.688348253,1.161950876,0.693926953,0.210836577,-0.456824515,4,1,0,0,0,0
15_9-F-4,3322.32005,0.220536298,-0.048111687,-0.891250531,-0.768217085,0.773970939,-0.628578742,1.181999688,0.739397679,0.184513991,-0.451481226,4,1,0,0,0,0
15_9-F-4,3322.47245,0.166795008,-0.091412017,-0.878251836,-0.761770197,0.685998313,-0.603255134,1.141787538,0.697880948,0.18020665,-0.441544576,4,1,0,0,0,0
15_9-F-4,3322.62485,0.11471635,-0.132582787,-0.847788839,-0.754527014,0.565035764,-0.615410951,1.1749706,0.670203522,0.158191409,-0.429389402,4,1,0,0,0,0
15_9-F-4,3322.77725,0.114919315,-0.132582787,-0.842807707,-0.733532662,0.554038976,-0.566785282,1.184338678,0.634618108,0.161541548,-0.4327788,4,1,0,0,0,0
15_9-F-4,3322.92965,0.17939751,-0.080764422,-0.825049203,-0.731292543,0.457818794,-0.3469614,1.090806559,0.460644971,0.18786413,-0.461915264,4,1,0,0,0,0
15_9-F-4,3323.08205,0.1365905,-0.115546617,-0.803780981,-0.716725751,0.628266022,-0.164616953,0.993608477,0.387497116,0.184992522,-0.457856937,4,1,0,0,0,0
15_9-F-4,3323.23445,0.092081299,-0.151038662,-0.820272288,-0.666409519,0.653008389,-0.141317293,0.832583683,0.379589404,0.199828957,-0.448340189,4,1,0,0,0,0
15_9-F-4,3323.38685,0.1106132,-0.136132052,-0.825099678,-0.628971683,0.287371539,-0.394572683,0.756863796,0.442852244,0.189778538,-0.447856866,4,1,0,0,0,0
15_9-F-4,3323.53925,0.191740931,-0.070826583,-0.714111977,-0.642158217,0.573282936,-0.711647903,0.739052664,0.737420376,0.036628611,-0.444665555,4,1,0,0,0,0
15_9-F-4,3323.69165,0.21860319,-0.049531392,-0.631396554,-0.650896632,0.661255973,-0.880822148,0.841344989,0.875808098,-0.051432578,-0.440167924,4,1,0,0,0,0
15_9-F-4,3323.84405,0.236689817,-0.035334531,-0.570232651,-0.663756307,0.969160534,-0.86866392,1.224637824,0.956863645,-0.108863762,-0.438127435,4,1,0,0,0,0
15_9-F-4,3323.99645,0.205121319,-0.060178987,-0.564918552,-0.650181368,0.570533759,-0.848405035,1.179647481,0.828361235,-0.09115579,-0.440638752,4,1,0,0,0,0
15_9-F-4,3324.14885,0.203407947,-0.061598692,-0.55189954,-0.639492445,0.762974151,-0.829158125,1.157159467,0.869877374,-0.107906561,-0.436509958,4,1,0,0,0,0
15_9-F-4,3324.30125,0.173169468,-0.085733292,-0.522375026,-0.63801826,0.848197985,-0.78559718,1.158386227,0.865923379,-0.128486141,-0.428219571,4,1,0,0,0,0
15_9-F-4,3324.45365,0.256298248,-0.019008111,-0.484486562,-0.625104278,0.773970939,-0.82409099,1.201024364,0.869877374,-0.15241579,-0.450070839,4,1,0,0,0,0
15_9-F-4,3324.60605,0.230089818,-0.040303401,-0.457442575,-0.620549488,0.834451993,-0.860560852,1.238884307,0.911393512,-0.177781247,-0.44014344,4,1,0,0,0,0
15_9-F-4,3324.75845,0.209066656,-0.057339571,-0.467256721,-0.61067706,1.494248237,-0.971991965,1.249579356,1.176307508,-0.212239985,-0.407338338,4,1,0,0,0,0
15_9-F-4,3324.91085,0.114310421,-0.133292643,-0.48393445,-0.590025773,1.323800597,-0.999344354,1.242348746,1.146652798,-0.199317957,-0.372493124,4,1,0,0,0,0
15_9-F-4,3325.06325,0.119180279,-0.129033622,-0.479489117,-0.570968363,0.861943536,-1.028720701,1.144139743,1.031988508,-0.184960125,-0.390395998,4,1,0,0,0,0
15_9-F-4,3325.21565,0.12243803,-0.126904062,-0.478821141,-0.548268601,0.600774479,-0.825105386,1.152482587,0.820453246,-0.151937191,-0.416662195,4,1,0,0,0,0
15_9-F-4,3325.36805,0.213457267,-0.053790413,-0.456506108,-0.531468022,0.317612286,-0.584005813,1.160623906,0.579262959,-0.122742996,-0.461161555,4,1,0,0,0,0
15_9-F-4,3325.52045,0.302205195,0.017193789,-0.444129268,-0.513850545,0.63926281,-0.326700104,1.0066282,0.498207392,-0.114606912,-0.481010367,4,1,0,0,0,0
15_9-F-4,3325.67285,0.422871003,0.114442144,-0.450245793,-0.482086556,0.433076427,-0.378364127,0.83137124,0.474483684,-0.102163483,-0.496713848,4,1,0,0,0,0
15_9-F-4,3325.82525,0.417003739,0.109473275,-0.463184718,-0.457119506,0.273625987,-0.309479564,0.561038248,0.381566391,-0.075840829,-0.498999588,4,1,0,0,0,0
15_9-F-4,3325.97765,0.395512728,0.092436998,-0.51549898,-0.40359508,-0.402664628,-0.020768717,0.108940087,-0.00591931,0.0462005,-0.507313034,4,1,0,0,0,0
15_9-F-4,3326.13005,0.159727158,-0.097090743,-0.493582105,-0.364504601,-1.265897639,0.341891406,-0.153151374,-0.496207279,0.145747907,-0.501116013,4,1,0,0,0,0
15_9-F-4,3326.28245,-0.253154143,-0.427876919,-0.251810434,-0.286808885,-1.411602528,0.543482763,-0.630090857,-0.67413441,-0.016016706,-0.446060838,4,0,0,0,1,0
15_9-F-4,3326.43485,-0.725728602,-0.806932295,-0.030892553,-0.20713061,-1.180673805,0.376334888,-0.793641847,-0.494230272,-0.225162012,-0.131988055,4,0,0,0,1,0
15_9-F-4,3326.58725,-1.064369526,-1.078801675,0.12862385,-0.135781937,-1.606792123,0.187911322,-1.187124271,-0.492253285,-0.329973967,0.544749171,4,0,0,0,1,0
15_9-F-4,3326.73965,-1.145238069,-1.143397246,0.252284811,-0.047582804,-1.628785259,0.172717151,-1.804015601,-0.488299271,-0.399848581,0.836001238,4,0,0,1,0,0
15_9-F-4,3326.89205,-1.124040216,-1.126361019,0.315595995,0.045722997,-2.134628618,0.36417666,-2.185170968,-0.761120978,-0.38453362,0.464772016,4,0,0,1,0,0
15_9-F-4,3327.04445,-0.9548071,-0.99078131,0.24928958,0.127227197,-2.027411648,0.785591899,-2.45661509,-1.012195687,-0.29216509,-0.050196112,4,0,0,1,0,0
15_9-F-4,3327.19685,-0.791159483,-0.859460615,0.46414428,0.154018962,-1.804730509,1.073290772,-2.298550377,-1.140698691,-0.379747676,-0.266489404,4,0,0,1,0,0
15_9-F-4,3327.34925,-0.551101555,-0.667093565,0.476280974,0.178396972,-1.752497011,1.229294814,-0.869160211,-1.229662246,-0.360125369,-0.410317084,4,0,0,1,0,0
15_9-F-4,3327.50165,-0.419343653,-0.561327174,0.276700909,0.244841117,-1.540812248,1.300205737,-0.800569622,-1.217800244,-0.243827118,-0.447868065,4,0,0,1,0,0
15_9-F-4,3327.65405,-0.305593471,-0.469757538,0.147698283,0.328327538,-1.353870237,1.271841364,-0.780304973,-1.144652685,-0.176345438,-0.467214793,4,0,0,1,0,0
15_9-F-4,3327.80645,-0.345621868,-0.502410279,0.030746635,0.396080055,-1.403354944,1.181683531,-0.929118337,-1.097205248,-0.111256773,-0.456129546,4,0,0,0,1,0
15_9-F-4,3327.95885,-0.281008327,-0.450591807,-0.009995368,0.388654632,-0.96624025,1.064173309,-1.629668248,-0.893577699,-0.13422922,-0.455989147,4,0,0,0,1,0
15_9-F-4,3328.11125,-0.182983053,-0.371799433,-0.066011477,0.401656565,-0.946996291,1.010482916,-1.691141652,-0.852061264,-0.102642086,-0.472476159,4,0,0,0,1,0
15_9-F-4,3328.26365,-0.035765022,-0.253965742,-0.166685544,0.446733339,-1.070708044,1.040873659,-1.482283167,-0.907416412,-0.008837751,-0.494927978,4,0,0,0,1,0
15_9-F-4,3328.41605,-0.092133024,-0.298685784,-0.162520019,0.47411289,-1.235656892,0.933492864,-0.956701695,-0.88369298,-0.020802578,-0.487457711,4,0,0,0,1,0
