Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,PHIF,SW,KLOGH,Equinor facies
15_9-F-4,3249.472848,-0.773896942658953,-0.8456009163162087,-0.402852053401027,-0.7955056199560252,0.3601064616961386,0.37156921610659704,-0.6229991359364635,-0.04925566495486348,-0.06424116515147103,0.1675096595944403,0.0
15_9-F-4,3249.625248,-0.8662868603169842,-0.9194585228727481,-0.17424514831472077,-0.5899450705778104,-0.898881980310966,-0.1161308538367088,-0.6372495060745775,-0.08487060135031126,-0.215096585699118,0.3533916698368048,0.0
15_9-F-4,3249.777648,-0.9259873669694242,-0.9677500771890514,-0.021048114531849654,-0.38855900042177843,-1.1050480174754675,-0.3310833233430765,-0.7250032314106419,0.00020945743048352822,-0.3228504342577103,0.6078725489544778,0.0
15_9-F-4,3249.930048,-0.8300109919080183,-0.8903416089357749,0.08687935606256432,-0.235639833000267,-1.1132948041030737,-0.2814009977353401,-0.793424172296167,-0.03540547896496425,-0.3740934058816786,0.3015805547844881,0.0
15_9-F-4,3250.082448,-0.7933572787581042,-0.8612246452869369,0.2485262638896655,-0.07617030909314995,-1.0308281473355636,-0.33818079987837074,-0.5410361024461124,0.025931183359853043,-0.4646067003540073,0.26139737427702964,0.0
15_9-F-4,3250.234848,-0.6675447400660504,-0.760380619086043,0.41419221090456515,0.11673705147934511,-0.9181240792725306,-0.4040862824222238,-0.23418776064359204,0.10309695472990532,-0.546978523355501,0.05841750361687055,0.0
15_9-F-4,3250.387248,-0.7045085370436531,-0.789497525921321,0.5140785802914136,0.292692097653709,-0.8081689492483094,-0.4040862824222238,0.052388197410404215,0.13475459902449577,-0.5924745925340594,0.14523340085496794,0.0
15_9-F-4,3250.539648,-0.7083657132915866,-0.7930483308044985,0.5661636264469239,0.4249463748733917,-0.4920473697271269,-0.5135895093951093,0.1885085837978722,0.2989790752257712,-0.6307870887300622,0.2660007132597257,0.0
15_9-F-4,3250.692048,-0.6741480377925381,-0.7653517771699492,0.5521250825919769,0.5015119158591759,-0.5717646761233656,-0.4405865503159664,0.19441383563998632,0.2257705761705115,-0.6173777023704484,0.14357875752810148,0.0
15_9-F-4,3250.844448,-0.6341897716757943,-0.7333941426281284,0.515636081006963,0.5638832044943477,-0.5277826296114435,-0.6048438089973039,0.17782493830652327,0.34844417782505344,-0.6154621161125928,0.14193302574406533,0.0
15_9-F-4,3250.996848,-0.566301451162808,-0.6787111196373595,0.5409136426884148,0.6461606266837192,-0.4590606080603326,-0.5358972373706334,0.13394807419470509,0.3227221551047118,-0.6212089467220812,0.007565868456394122,0.0
15_9-F-4,3251.149248,-0.6453607613779065,-0.7426262892972716,0.5372597012629523,0.6730600264116992,-0.2391499356794319,-0.5977463324620141,0.08548007388476268,0.4275883182406273,-0.63174491538242,0.2168899702370957,0.0
15_9-F-4,3251.301648,-0.619150527839352,-0.7213212682524425,0.5094095917958835,0.6891229102155763,-0.18142363879473825,-0.5713846200470868,0.14707158902751177,0.42560967219019835,-0.6207301028372929,0.16115062921977094,0.0
15_9-F-4,3251.454048,-0.5498580625284554,-0.6659280615596143,0.5088400202917943,0.7102256021084916,-0.41232962350959873,-0.6200540604375383,0.25620802929981507,0.391973381845179,-0.6159410318333024,0.016802144799679675,0.0
15_9-F-4,3251.606448,-0.48279856923153536,-0.6119551086437852,0.43609581594882657,0.7093964778146741,-0.37109651503648844,-0.5926770496529605,0.4847735177597429,0.3860377602709296,-0.5852910195515038,-0.08331057214472957,0.0
15_9-F-4,3251.758848,-0.49645066206922517,-0.622607729242472,0.46272516584486134,0.7083481640658233,-0.21166105009026187,-0.4933123882981823,0.6031781500646525,0.36625165591580944,-0.5939113349071269,-0.07395307790920079,0.0
15_9-F-4,3251.911248,-0.5115350790959688,-0.6346806036181577,0.4369830533182386,0.7199008140153668,-0.038481362260094285,-0.47506103763583396,0.5733489775738728,0.4038452185756214,-0.5876855215300689,-0.03631292864119085,0.0
15_9-F-4,3252.063648,-0.43475961515063444,-0.5736059415122441,0.41690395793532464,0.7178045020668399,-0.03023496047611715,-0.5247433733828714,0.3364383708179429,0.4394598581800976,-0.5824176066412902,-0.12232461796381985,0.0
15_9-F-4,3252.216048,-0.3258924289655245,-0.48625510027759494,0.41778006142994395,0.7040294049582377,-0.4013339263320113,-0.5845642646087194,0.1350595084340454,0.3721872774900588,-0.5733183755649575,-0.25162365461625286,0.0
15_9-F-4,3252.368448,-0.4058314400885732,-0.5501703764629317,0.45290855008398534,0.6835006830186614,-0.2886298582689783,-0.6859595429813914,0.08446998034774716,0.4711177992656596,-0.5996582325634753,-0.14353235246136958,0.0
15_9-F-4,3252.520848,-0.5444558433990856,-0.6616669735506475,0.4215542796772154,0.6820156585249384,-0.3353608428197121,-0.7143494491225549,0.252338388485271,0.477053420839909,-0.5900800905554943,0.05281657294117868,0.0
15_9-F-4,3252.673248,-0.6723265755649606,-0.7639314168675254,0.43431771673323766,0.674519013239748,-0.6817202184800458,-0.6849442344724446,0.1197847253007842,0.35833709150016013,-0.5848121038307941,0.22769631179056576,0.0
15_9-F-4,3252.825648,-0.6375112107361922,-0.7362347638092464,0.4257968338869153,0.6892420827658507,-0.5002937440222734,-0.56327183500285,0.17679942225975265,0.3286580734699333,-0.5776285356372997,0.13600635413301518,0.0
15_9-F-4,3252.978048,-0.5902673116842209,-0.6978857032031301,0.3843985822860005,0.6509557746703539,-0.3133698058193358,-0.5004098648334766,0.3603622929103945,0.34052963319546836,-0.5608668206467629,0.05647996544144608,0.0
15_9-F-4,3253.130448,-0.5612826695703794,-0.6751602082287574,0.4121382862437972,0.651138694421588,-0.019239263298530485,-0.6423593853999934,0.43489006399105784,0.5205829216510066,-0.5910379172078519,0.1071915653679784,0.0
15_9-F-4,3253.282848,-0.5665214034571687,-0.6794212962377242,0.3916514738264401,0.6434485154230709,-0.3491054780361121,-0.10396168133999982,0.38509473163061936,0.06550339207009337,-0.5306957240856738,-0.10701459324751192,0.0
15_9-F-4,3253.435248,-0.538884439089457,-0.6566958083650464,0.3978745890523894,0.6437173970398464,-0.38484073792042867,-0.02183546515169219,0.32116358768468173,0.00020945743048352822,-0.5249488216402641,-0.16297178453648428,0.0
15_9-F-4,3253.587648,-0.45778382205800944,-0.59207034847765,0.39697589027157815,0.6243781719345598,-0.35185400374246495,0.11099079830566433,0.3485517906699502,-0.07893497977606191,-0.5124972667220695,-0.2613358715620348,0.0
15_9-F-4,3253.740048,-0.35835070208476905,-0.5118212093313907,0.37909212894028804,0.6247827081621471,-0.37934288933163496,-0.5014227500507613,0.47163458186096513,0.3227221551047118,-0.5522465052911396,-0.23763145260040436,0.0
15_9-F-4,3253.892448,-0.35477553797896993,-0.5089805881502727,0.32473669528423527,0.5981891204782085,-0.11270123239999894,-0.6646647002231565,0.44670056478771614,0.5087110849205647,-0.5503308519864242,-0.1856911830757681,0.0
15_9-F-4,3254.044848,-0.4511297577813237,-0.5863889995899894,0.3550145517145164,0.5840262638953956,-0.35185400374246495,-0.7660599785958285,0.359033859252061,0.506732735661108,-0.5646980649983957,-0.07389415973282377,0.0
15_9-F-4,3254.197248,-0.5417603807651402,-0.659536536071589,0.3689301885678316,0.5941216378730374,-0.2336520870906382,-0.7701139528959352,0.27728672501665164,0.5443260015299478,-0.5757128775435227,0.08532407400496655,0.0
15_9-F-4,3254.349648,-0.548098660712555,-0.6645077012571904,0.3606131766114697,0.5672474270415906,-0.5085405306498789,-0.6788620664461016,0.20031908603831652,0.4038452185756214,-0.5570355810841916,0.01994239436912719,0.0
15_9-F-4,3254.502048,-0.49084548444465226,-0.6183466412335052,0.35243415635613473,0.5718970357477551,-0.21440998812907364,-0.5663153372380332,0.22180203862525474,0.4137381322507281,-0.5536831806173471,-0.060776680507796,0.0
15_9-F-4,3254.654448,-0.5432659509578576,-0.6602467126719536,0.32533960883470403,0.5664120342140438,-0.24464778426822487,-0.619038762067888,0.39355440847923623,0.4394598581800976,-0.5460206919140818,0.03073282274191181,0.0
15_9-F-4,3254.806848,-0.5656698819403622,-0.6787111196373595,0.32318552699026143,0.5309556874588651,-0.7174555058531937,-0.5987616409709611,0.5226437893271222,0.29106451081012136,-0.5283012221071086,-0.009384716270004183,0.0
15_9-F-4,3254.959248,-0.7297997035633202,-0.8100924768912106,0.3425770148502961,0.5475731829587712,-0.5717646761233656,-0.60687200272354,0.48558203294373437,0.33855098714503995,-0.5450629370976453,0.3492211668658414,0.0
15_9-F-4,3255.111649,-0.8248343178690024,-0.8860805777403682,0.3583039050771098,0.5350338820653394,-0.5827604007897836,-0.5156177031213454,0.17181834720586828,0.2732570525054301,-0.5460206919140818,0.5631017038254118,0.0
15_9-F-4,3255.264049,-0.9102600874226594,-0.9549670191113061,0.3606577933125849,0.5335834557501518,-0.6459845462632703,-0.5876077668439025,0.02846537692579217,0.3029360507495916,-0.5522465052911396,0.9125519895354377,0.0
15_9-F-4,3255.416449,-0.8551949248257069,-0.9109365030921045,0.35749750124555485,0.5253231605618094,-0.5525225771618018,-0.5653000388683782,0.041907231879918884,0.3148079072660988,-0.5512886786387818,0.7120858705974967,0.0
15_9-F-4,3255.568849,-0.8011052957355186,-0.8676161707749621,0.3413993510369018,0.5471397513009755,-0.6239935367517245,-0.6210669557941241,0.3686060719478556,0.33261536557079063,-0.5455417809824337,0.5472594259667498,0.0
15_9-F-4,3255.721249,-0.7461020858446539,-0.8228755278672608,0.3479992392844918,0.5435315730006506,-0.7834289742091205,-0.5896359605701387,0.4242934368563321,0.2653424880897802,-0.5393160346522357,0.33184653800002223,0.0
15_9-F-4,3255.873649,-0.7546113850999575,-0.8299771376336155,0.35581755607035126,0.5519275488854037,-0.5800114627509718,-0.5896359605701387,0.500149640151543,0.3247008011551407,-0.5498519362657145,0.40314307380378617,0.0
15_9-F-4,3256.026049,-0.804347681712889,-0.8697466650675805,0.3628276783433856,0.5390631379164348,-0.4810516450607089,-0.6018027199144865,0.5010594960378592,0.3603157375505885,-0.5575144920158399,0.5865497230955782,0.0
15_9-F-4,3256.178449,-0.8567117883159995,-0.9116466867941638,0.3538823064990061,0.5462078134601612,-0.860397370055378,-0.49736636259828904,0.3022350601042462,0.18224107535941383,-0.5340480527165968,0.570997381743862,0.0
15_9-F-4,3256.330849,-0.7388953982868645,-0.8171940795558702,0.3664369327428096,0.5470542723701629,-0.6487334843020828,-0.3128319828200246,0.1810733213881844,0.11892578677023292,-0.5297378926442546,0.20615229388034206,0.0
15_9-F-4,3256.483249,-0.6401559073838432,-0.7383653078137296,0.31551369667715706,0.5610061611355371,-0.887886255644548,0.027846860456048686,-0.1586498974696992,-0.17786520476069115,-0.4646067003540073,-0.11197569832600138,0.0
15_9-F-4,3256.635649,-0.49760108182173424,-0.6240279830194709,0.31934028214945986,0.5637726306007769,-0.7779311256203267,0.34824859277449155,-0.25587339319139385,-0.35989711948059305,-0.43587226954100283,-0.298010454297484,0.0
15_9-F-4,3256.788049,-0.4646465453314805,-0.5977517967890407,0.2899862322472654,0.6000188024600153,-0.6047514377901599,0.3827230800943591,-0.3492294527580095,-0.3341750967602519,-0.42485745699587574,-0.3140539929392105,0.0
15_9-F-4,3256.940449,-0.3817188732764626,-0.5309957928971611,0.22207964404377922,0.6424094355972306,-0.5525225771618018,0.21644005097844304,-0.15244172801602218,-0.2075442030048532,-0.40809574679440036,-0.33947537475830003,0.0
15_9-F-4,3257.092849,-0.3719915016248835,-0.523184006530442,0.2079498572859212,0.6417377065606462,-0.6020024997513482,-0.053266460375677685,0.13292255959172047,-0.04134139733018574,-0.42629419936894314,-0.31360359273686045,0.0
15_9-F-4,3257.245249,-0.36320589072902787,-0.5160822973403573,0.27530718231759665,0.6011489259689168,-0.12644586761639814,-0.10598987506623599,0.2228132352138937,0.13079732670970323,-0.4828050810926287,-0.28217977313779713,0.0
15_9-F-4,3257.397649,-0.31305797718801154,-0.4756025862043329,0.2978602237202234,0.599915631536287,-0.17042791412832098,-0.2124544261086651,0.11367679494159041,0.19015563977506372,-0.49956679608316557,-0.3040385520177627,0.0
15_9-F-4,3257.550049,-0.23711133989483982,-0.4152382143259035,0.27073463819805393,0.6037156505594816,-0.37109651503648844,-0.4243634035191462,-0.09705728071910855,0.2732570525054301,-0.4962144674522424,-0.33441336070886857,0.0
15_9-F-4,3257.702449,-0.2612521938036836,-0.4344127978916741,0.3311121283172323,0.6032120975826749,-0.05497493551530602,-0.7417240467547717,-0.18593676119642882,0.5759839426155098,-0.5589511625529859,-0.2510069228219288,0.0
15_9-F-4,3257.854849,-0.4032262166935451,-0.5480399389838732,0.40573990805869814,0.5484073772902764,-0.1869211025399036,-0.8613682524981299,-0.29609761446387517,0.6195131466356358,-0.5963058320966308,-0.09013911819686582,0.0
15_9-F-4,3258.007249,-0.581724239677877,-0.6914941706134099,0.4707678412206561,0.5560045767481129,-0.2583920346409957,-0.9100376928885815,-0.31248493488810014,0.6313846865751062,-0.6255191020053621,0.21970977005492912,0.0
15_9-F-4,3258.159649,-0.6132577458405556,-0.7163501030668412,0.49913236064404126,0.547197437908317,-0.20341467579511532,-0.8684657290334197,-0.13716584183113548,0.6195131466356358,-0.6355761597340527,0.2829425856334377,0.0
15_9-F-4,3258.312049,-0.5014863303191256,-0.6268687107260138,0.46549367983851364,0.5700995860434184,-0.035732836553741466,-0.8502143783710713,0.015644781148334373,0.6551283798220557,-0.6245613471889255,0.07643183880045373,0.0
15_9-F-4,3258.464449,-0.4343705848177002,-0.5728958714373045,0.44020175609904827,0.5640209006727894,-0.2968766448965838,-0.8917863523655296,0.20174775879113327,0.6076416066961656,-0.6092363027355348,-0.05322647573317963,0.0
15_9-F-4,3258.616849,-0.5545948325426533,-0.6694788593410967,0.4293746602664515,0.5687826502679814,0.2529002697107299,-0.9424815733298517,0.49434573045553754,0.7995664350911748,-0.6250402581205738,0.2807615373764208,0.0
15_9-F-4,3258.769249,-0.6924636546407624,-0.7802652727267532,0.4165640740735314,0.5508276329144768,0.5277883009375117,-1.110795219463666,0.7109850565145688,0.9914912634861833,-0.6394074040856853,0.9201963206480114,0.0
15_9-F-4,3258.921649,-0.7280684811385637,-0.8086721094870917,0.4088459880800509,0.5409960448620251,0.2996312542614637,-1.1848110637600981,0.843842738918458,0.9756621544409488,-0.6355761597340527,1.054998979419194,0.0
15_9-F-4,3259.074049,-0.6359154013045579,-0.7348145029305522,0.4007694278042274,0.5299281017781245,0.11270690372606708,-1.2689678868270031,1.110278498945763,0.977641077496284,-0.63174491538242,0.6838817466704299,0.0
15_9-F-4,3259.226449,-0.6188911028562721,-0.7213212682524425,0.3894820601054256,0.5356679620697198,0.1731825509820315,-1.237536891603022,1.2001691745679364,0.9736838051814916,-0.6269558443784294,0.6211162190466306,0.0
15_9-F-4,3259.378849,-0.6273327489039057,-0.7277127937404676,0.3975429524847243,0.524382346192154,0.5415329636427415,-1.2973577929681668,1.2513799603871154,1.120100803292011,-0.6427597327166085,0.8219530339714896,0.0
15_9-F-4,3259.531249,-0.5625120352642303,-0.6758703919308168,0.40366374844969166,0.4849764173445044,0.34911117685101006,-1.3612350716464872,1.4702575759907923,1.108228966561569,-0.6427597327166085,0.5756645322278313,0.0
15_9-F-4,3259.683649,-0.5333356208110753,-0.6524348268815043,0.414546910732805,0.4811881129081365,0.648739155628151,-1.417001988572233,1.365914951877481,1.2309028650070815,-0.6566480300078704,0.609331461240901,0.0
15_9-F-4,3259.836049,-0.5159335853274307,-0.6382314013996402,0.42756509543760657,0.47741498069977756,0.6349949327442107,-1.3612350716464872,1.2785665864631437,1.189351733241506,-0.6580847388575078,0.5119962549256242,0.0
15_9-F-4,3259.988449,-0.5893933107139495,-0.6971755195010706,0.42802996082445793,0.4634085313121054,0.13469794072644342,-1.2527447400301874,1.4489905212150098,0.9736838051814916,-0.6408441464587529,0.525202131425484,0.0
15_9-F-4,3260.140849,-0.6129193743522302,-0.7163501030668412,0.40551946010199846,0.49184091378825123,0.09071589421452135,-1.227395912832545,1.4133574375844387,0.9440044903602925,-0.6303081730093526,0.5694717936853232,0.0
15_9-F-4,3260.293249,-0.6288777923492455,-0.7291331611445865,0.36558127165990184,0.5467636975671863,0.5580261245654943,-1.13208764906954,1.2687916938064854,1.015234363151189,-0.6216878624427908,0.7004983554872574,0.0
15_9-F-4,3260.445649,-0.6039871648712666,-0.7092483938767565,0.36122482598171196,0.5508127981503056,0.5772682235270581,-1.0256255010401754,1.0899069805981632,0.9479617824611504,-0.6135464628078772,0.5462525251327955,0.0
15_9-F-4,3260.598049,-0.6174982513559373,-0.7199009008483236,0.3474360454524673,0.5541625149204019,0.12645156643129687,-0.7437522404810079,0.9668241894071481,0.6294063373156493,-0.5771496199165901,0.3019803712493855,0.0
15_9-F-4,3260.750449,-0.6045961469346579,-0.7099585775788161,0.33517725438014606,0.5470799416211968,-0.3546029417812767,-0.2286751597531197,0.8777431305768058,0.14662615875003082,-0.5168074220053505,-0.01958512701042919,0.0
15_9-F-4,3260.902849,-0.6244568072282222,-0.7255822497359843,0.33731274275434,0.5346014252363482,-0.8466531471714377,0.27930203128711306,0.5377169955511433,-0.3341750967602519,-0.4521551406467513,-0.18505306819339676,0.0
15_9-F-4,3261.055249,-0.6035811407391745,-0.7085382101746972,0.2253985369229426,0.653775863784547,-0.48929843168831516,0.40198731597399673,0.22393898891136363,-0.3143889924051318,-0.39851760478641934,-0.1991447467840458,0.0
15_9-F-4,3261.207649,-0.6589113211151999,-0.7532789027942633,0.05999642273939905,0.8281123090092147,0.04673382021376868,-0.09787950317436046,0.13404941489702987,0.17432682752080086,-0.38846061889365013,0.08416269691233692,0.0
15_9-F-4,3261.360049,-0.7134916207804044,-0.7973094188134651,0.15078985075880297,0.6536985457007936,0.2858865915562339,-0.6352619088647037,0.2146696938271319,0.6036843145953082,-0.48998872591110587,0.544236654781381,0.0
15_9-F-4,3261.512449,-0.6965123883807343,-0.7831060004332958,0.26661267872770283,0.5034964286381669,0.2858865915562339,-0.913078771832107,0.39956099957989116,0.7896735214160681,-0.5613457363674725,0.6856821539032856,0.0
15_9-F-4,3261.664849,-0.577286260757696,-0.6879432663065027,0.2716628408787089,0.500771743295356,0.3463622388121983,-1.0884874813488454,0.6566272254284813,0.9242186827961445,-0.5752339618228131,0.44308692148683765,0.0
15_9-F-4,3261.817249,-0.5013736116267433,-0.6268687107260138,0.2938397175599833,0.49375565394750826,0.39859107195172666,-1.1249901725342457,0.9006558575244024,0.9637908915063849,-0.5867277619245711,0.27873930180487605,0.0
15_9-F-4,3261.969649,-0.4472952758341304,-0.5835483784088715,0.3089336956665156,0.4516921897842579,0.3711021863625566,-1.2020495190658609,1.142344859373353,1.0073197987355387,-0.5963058320966308,0.18920198747263337,0.0
15_9-F-4,3262.122049,-0.45493616747905913,-0.5899399109985916,0.31805966300941596,0.4346546299233026,0.4453220565024605,-1.1858263722690452,1.3138813299723946,1.0172132862065244,-0.600615992168973,0.212694802103308,0.0
15_9-F-4,3262.274449,-0.43256611638928033,-0.5714755040331856,0.30928259461329155,0.43386708344711167,0.2144156594551418,-1.2618704102917133,1.259421059463713,1.00138417716129,-0.5953480772801943,0.15563101453107028,0.0
15_9-F-4,3262.426849,-0.5159843518776287,-0.6389415851016997,0.3002604191495254,0.42654028953407513,0.29413340567267,-1.2892474210762912,1.2404793140329873,1.0429347351309866,-0.5967847478173404,0.3792476579569972,0.0
15_9-F-4,3262.579249,-0.5495929370437931,-0.6652178778575549,0.28811506027935024,0.4141155668178728,0.35735755114615664,-1.3003988719116921,1.233361288692994,1.0686567578513286,-0.5948691615594848,0.49734260540492903,0.0
15_9-F-4,3262.731649,-0.6854881055332236,-0.7745839309407873,0.2808264727555606,0.40055776287479666,0.6239992080777926,-1.3267629974789807,1.225117509655533,1.1636297105211648,-0.6025316454736886,1.138303056124324,0.0
15_9-F-4,3262.884049,-0.6571068526867803,-0.7518585424918395,0.27056928192543866,0.39257342792871414,0.28313768100625275,-1.2324676189332606,1.2570825308245819,1.00138417716129,-0.5833753614577266,0.7913875670706145,0.0
15_9-F-4,3263.036449,-0.5685683030695107,-0.6808415571164181,0.2685743987474809,0.3745417973431905,0.38484643673532665,-1.1594646598541176,1.2665534042618378,0.9835767188565981,-0.5795441218951554,0.47186495093615455,0.0
15_9-F-4,3263.188849,-0.48266326338009885,-0.6119551086437852,0.2743574781007839,0.3666537014401149,0.3326175761069685,-1.0641539727994507,1.2701058080066874,0.9044322816500522,-0.5728394646333091,0.1942259095356357,0.0
15_9-F-4,3263.341249,-0.3577191328623235,-0.5118212093313907,0.25873718047569455,0.3552721449743935,0.35460861310734487,-1.0803771195962664,1.286709024798282,0.9202614104813519,-0.566134807371463,-0.01929507122404465,0.0
15_9-F-4,3263.493649,-0.34062718120636737,-0.49761789747664625,0.24741420490532373,0.337410350515692,0.8081746205743775,-1.1209337749424813,1.2878204590376203,1.07854965174037,-0.5761917932642323,0.0328769924037705,0.0
15_9-F-4,3263.646049,-0.33634160907846644,-0.49477716977010344,0.24574510849228962,0.3340744492491971,0.8356630938310878,-1.1594646598541176,1.258295305766245,1.1121862388763606,-0.5785863622896575,0.0436284337380777,0.0
15_9-F-4,3263.798449,-0.24042729386483414,-0.41736865890665703,0.24377314861644428,0.33043111471050024,0.3793485606577031,-1.1138362984071914,1.2807024336976292,0.9499407055164856,-0.5608668206467629,-0.15757267167231626,0.0
15_9-F-4,3263.950849,-0.28306962161235844,-0.45145683745296117,0.2415438554612879,0.3273527332884954,0.7999278339467712,-1.0864617007749748,1.182352081226839,1.052828222601972,-0.5704449626547439,-0.06551890090770454,0.0
