scenario_id,v7_combo_name,v7_rank,v7_cv_score,metric,n_features,features,cv_mean_score,cv_std_score,best_params,training_wells,n_cv_splits,trained_at,final_rank
V7_Rank_15_f1_weighted,V7_Rank_15,15,0.4733691993630657,f1_weighted,11,"['VSH', 'NPHI', 'DT', 'KLOGH', 'Lithology_0', 'Lithology_3', 'GR_Slope', 'GR_Serration', 'OppositionIndex', 'NTG_Slope', 'BaseSharpness']",0.4549991331024276,0.06090213762673963,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 03:12:32,49
V7_Rank_06_f1_weighted,V7_Rank_06,6,0.4753151086348602,f1_weighted,9,"['VSH', 'NPHI', 'Lithology_0', 'Lithology_2', 'Lithology_4', 'GR_Slope', 'GR_Serration', 'NTG_Slope', 'BaseSharpness']",0.4549164163381859,0.051994106416670474,"{'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-05 23:56:43,50
V7_Rank_22_f1_weighted,V7_Rank_22,22,0.4683726203373242,f1_weighted,7,"['VSH', 'NPHI', 'Lithology_0', 'Lithology_4', 'RelPos', 'GR_Slope', 'GR_Serration']",0.45450744915610863,0.08540581531972895,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 05:43:14,51
V7_Rank_27_f1_weighted,V7_Rank_27,27,0.4645449129240617,f1_weighted,8,"['VSH', 'NPHI', 'Lithology_3', 'GR_Slope', 'GR_Serration', 'OppositionIndex', 'NTG_Slope', 'BaseSharpness']",0.4544719387884037,0.06279513289537535,"{'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 07:26:06,52
V7_Rank_09_f1_weighted,V7_Rank_09,9,0.4750658652135346,f1_weighted,10,"['VSH', 'NPHI', 'DT', 'Lithology_0', 'Lithology_3', 'GR_Slope', 'GR_Serration', 'OppositionIndex', 'NTG_Slope', 'BaseSharpness']",0.45424892041582343,0.022177950177075093,"{'classifier__max_depth': 20, 'classifier__max_features': None, 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 01:05:24,53
V7_Rank_30_f1_weighted,V7_Rank_30,30,0.4651713050964309,f1_weighted,11,"['VSH', 'NPHI', 'DT', 'Lithology_0', 'Lithology_3', 'Lithology_4', 'GR_Slope', 'GR_Serration', 'OppositionIndex', 'NTG_Slope', 'BaseSharpness']",0.45216145222862625,0.02549412156116733,"{'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 08:39:28,54
V7_Rank_17_f1_weighted,V7_Rank_17,17,0.4721955868047023,f1_weighted,11,"['VSH', 'NPHI', 'DT', 'KLOGH', 'Lithology_0', 'Lithology_2', 'Lithology_3', 'GR_Slope', 'GR_Serration', 'NTG_Slope', 'BaseSharpness']",0.4512029367442197,0.056104290482779394,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 03:58:40,55
V7_Rank_21_f1_weighted,V7_Rank_21,21,0.4684894255666902,f1_weighted,7,"['VSH', 'NPHI', 'Lithology_0', 'Lithology_4', 'GR_Serration', 'OppositionIndex', 'NTG_Slope']",0.4505218034181442,0.08163377202523381,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 05:23:52,56
V7_Rank_24_f1_weighted,V7_Rank_24,24,0.4665125352497669,f1_weighted,5,"['VSH', 'NPHI', 'Lithology_0', 'Lithology_4', 'GR_Serration']",0.4485964614655301,0.08919099314846225,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 100}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 06:23:03,57
V7_Rank_28_f1_weighted,V7_Rank_28,28,0.4651749750198835,f1_weighted,10,"['VSH', 'NPHI', 'DT', 'KLOGH', 'Lithology_0', 'Lithology_2', 'GR_Slope', 'GR_Serration', 'NTG_Slope', 'BaseSharpness']",0.4477154778953677,0.06535402348022805,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 07:51:41,58
V7_Rank_25_f1_weighted,V7_Rank_25,25,0.4665820120343525,f1_weighted,8,"['VSH', 'Lithology_0', 'Lithology_4', 'GR_Slope', 'GR_Serration', 'OppositionIndex', 'NTG_Slope', 'BaseSharpness']",0.4460512698831439,0.02803353930994878,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 200}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 06:42:30,59
V7_Rank_16_f1_weighted,V7_Rank_16,16,0.4711419089758227,f1_weighted,8,"['VSH', 'NPHI', 'Lithology_0', 'Lithology_4', 'RelPos', 'GR_Slope', 'GR_Serration', 'BaseSharpness']",0.44581557779307796,0.08273783172047983,"{'classifier__max_depth': 15, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}","['15_9-F-12', '15_9-F-14', '15_9-F-15_C', '15_9-F-5']",4,2026-01-06 03:33:57,60
