feature,importance
KLOGH,0.16309945325321862
VSH,0.157939123716973
GR,0.14292509639673326
PHIF,0.13233186787481777
RHOB,0.13114407658720376
NPHI,0.130040476108396
DT,0.09632976955281458
Lithology_0,0.026262339857185412
Lithology_3,0.018844136658334527
Lithology_4,0.0006689531445587257
Lithology_2,0.0004147068497644348
Lithology_1,0.0
