feature,importance
VSH,0.12105694565757931
RD,0.12071389635287806
KLOGH,0.11314400934781932
GR,0.10212453545780449
SW,0.09923403133592991
PHIF,0.08732506912403408
RHOB,0.08591977814502547
NPHI,0.076713405618019
RT,0.07528078738849485
DT,0.06499882595176223
Lithology_3,0.02486200453263279
Lithology_0,0.01869628204404417
Lithology_4,0.00600433693146087
Lithology_2,0.003926092112515511
Lithology_1,0.0
