Proportion_Facies_0,Proportion_Facies_1,Proportion_Facies_2,Proportion_Facies_3,Proportion_Facies_4,Proportion_Facies_5,Proportion_Facies_6,Well,Depth,True_Facies,HDG_Prediction,Max_Proportion,Vote_Agreement,Prediction_Entropy,HDG_Uncertainty,Prediction_Range,Normalized_Range
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3261.512449,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3261.664849,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3261.817249,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3261.969649,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.75,0.0,0.25,0.0,0.0,0.0,15_9-F-4,3262.122049,0,1,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.25,0.0,0.75,0.0,0.0,0.0,15_9-F-4,3262.274449,0,3,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.5,0.0,0.5,0.0,0.0,0.0,15_9-F-4,3262.426849,0,1,0.5,50.0,0.6931471803599453,0.5,2.0,0.2857142857142857
0.0,0.75,0.0,0.25,0.0,0.0,0.0,15_9-F-4,3262.579249,0,1,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.75,0.0,0.25,0.0,0.0,0.0,15_9-F-4,3262.731649,0,1,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.5,0.0,0.5,0.0,0.0,0.0,15_9-F-4,3262.884049,0,1,0.5,50.0,0.6931471803599453,0.5,2.0,0.2857142857142857
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.036449,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.188849,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.341249,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.493649,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.646049,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.798449,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3263.950849,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.103249,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.255649,0,1,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.408049,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.560449,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.712849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3264.865249,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.017649,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.170049,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.322449,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.474849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.627249,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.779649,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3265.932049,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.084449,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.236849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.389249,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.541649,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.694049,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.846449,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3266.998849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.25,0.0,0.0,0.75,0.0,0.0,0.0,15_9-F-4,3267.151249,0,3,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3267.303649,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3267.456049,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3267.608449,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3267.760849,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3267.913249,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.25,0.0,0.0,0.75,0.0,0.0,0.0,15_9-F-4,3268.065649,0,3,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,0.75,0.0,0.25,0.0,15_9-F-4,3268.218049,0,3,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3268.370449,0,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3268.522849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.5,0.0,0.0,0.0,0.0,0.5,0.0,15_9-F-4,3268.675249,0,0,0.5,50.0,0.6931471803599453,0.5,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3268.827649,0,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.75,0.0,0.0,0.25,0.0,0.0,0.0,15_9-F-4,3268.980049,0,0,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.132449,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.284849,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.437249,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.589649,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.742049,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3269.894449,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,1.0,0.0,0.0,0.0,15_9-F-4,3270.046849,0,3,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.5,0.0,0.25,0.0,0.25,0.0,15_9-F-4,3270.199249,0,1,0.5,50.0,1.0397207705399178,0.5,3.0,0.42857142857142855
0.0,0.25,0.0,0.75,0.0,0.0,0.0,15_9-F-4,3270.351649,0,3,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.25,0.0,0.0,0.0,0.75,0.0,15_9-F-4,3270.504049,0,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.75,0.0,0.25,0.0,0.0,0.0,15_9-F-4,3270.656449,0,1,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.25,0.0,0.0,0.0,0.75,0.0,15_9-F-4,3270.808849,0,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3270.961249,0,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3271.113649,0,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.25,0.0,0.0,0.0,0.75,0.0,15_9-F-4,3271.266049,0,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.25,0.0,0.0,0.0,0.0,0.75,0.0,15_9-F-4,3271.418449,0,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3271.570849,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,15_9-F-4,3271.723249,0,0,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,1.0,0.0,0.0,15_9-F-4,3271.875649,5,4,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.5,0.5,0.0,15_9-F-4,3272.028049,5,4,0.5,50.0,0.6931471803599453,0.5,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3272.180449,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3272.332849,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.25,0.75,0.0,15_9-F-4,3272.485249,5,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3272.637649,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3272.790049,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.25,0.75,0.0,15_9-F-4,3272.942449,5,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3273.094849,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3273.247249,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3273.399649,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,1.0,0.0,15_9-F-4,3273.552049,5,5,1.0,100.0,-1.000000082690371e-10,0.0,1.0,0.14285714285714285
0.25,0.0,0.0,0.0,0.0,0.75,0.0,15_9-F-4,3273.704449,5,5,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
0.75,0.0,0.0,0.0,0.0,0.25,0.0,15_9-F-4,3273.856849,5,0,0.75,75.0,0.5623351444188083,0.25,2.0,0.2857142857142857
