feature,importance
KLOGH,0.17876705001599574
VSH,0.14732680331430442
GR,0.13663487413304093
RHOB,0.13618893091004175
PHIF,0.13298820735080993
NPHI,0.124795944987706
DT,0.09837540273950456
Lithology_0,0.025560480023697124
Lithology_3,0.01860150561458843
Lithology_4,0.00047172471646916245
Lithology_2,0.00028907619384205404
Lithology_1,0.0
