feature,importance
KLOGH,0.18284981424139013
VSH,0.1420206164001907
RHOB,0.12407541263269938
GR,0.1196250020482902
PHIF,0.1146100686489954
NPHI,0.11176190342994802
DT,0.09207207288408097
RelPos,0.07113564052171523
Lithology_0,0.024259156461937062
Lithology_3,0.016978755350283238
Lithology_4,0.00033364763756268544
Lithology_2,0.00027790974290709317
Lithology_1,0.0
